query,y_n
2913.02,0.0
2923.13,0.0
3301,0.0
3351,0.0
3425,0.0
4511,0.0
4650,0.0
5001,0.0
5102,0.0
5705.45,0.0
8405,0.0
10133.36,0.0
12222,0.0
19050.8,0.0
43408.79236,0.0
57797,0.0
60,0.0
76819,0.0
90058,0.0
1922369,0.0
5960015,0.0
120111774,0.0
199926030,0.0
""" under the Fourteenth Amendment%2019s Due Process Clause""",1.0
"""(D)(1)""",0.0
"""@7-11.com""",0.0
"""§ 301.6229(b)-1T""",0.0
"""§1614.105""",0.0
"""1%25""",0.0
"""1",1.0
"""10 Stat. 701""",0.0
"""1031 Tax Group""",1.0
"""10b-5""",0.0
"""11 U.S.C.S. § 1114""",1.0
"""1104(a)(2)""",0.0
"""12(a)(4)""",0.0
"""1248(g)(2)""",0.0
"""13th juror""",0.0
"""14 Stat. 687""",0.0
"""15 U.S.C. 6801""",0.0
"""1509(f)""",0.0
"""16-""",0.0
"""162(m)""",0.0
"""17-10-11""",0.0
"""18 Cal. 4th 1""",0.0
"""2.725(d)""",
"""20 U.S.C.S. § 1681""",1.0
"""2013 WV Regulation Text 6109""",1.0
"""225 F.3d 1187",1.0
"""2307.80""",0.0
"""24-10-106""",0.0
"""28 U.S.C. 1961""",0.0
"""2929.14(C)(4)""",0.0
"""31.02.04.02""",0.0
"""3395""",0.0
"""362(k)"" ""valid defense""",0.0
"""363(d)""",0.0
"""36-5-121(b)"" expert",0.0
"""3729 (a)(1)(B)""",1.0
"""397(c)""",0.0
"""4:17-7""",1.0
"""4:23-5""",1.0
"""405(b)"" ""civil"" ""character""",0.0
"""408.471""",0.0
"""42 U.S.C. 6291(1)""",0.0
"""43 CFR 2621.0-2""",0.0
"""440.13(2)(b)""",0.0
"""4507.07""",0.0
"""456.4-416""",0.0
"""46-11-503""",0.0
"""5 vac 5-20-170""",1.0
"""5150""",0.0
"""5-201""",0.0
"""530 u.s. 15""",1.0
"""6(b)(1)(A)""",0.0
"""60 FR 3470""",1.0
"""615""",0.0
"""659A.030(1)(a)""",0.0
"""706""",0.0
"""93-10-045""",0.0
"""96-030""",0.0
"""99e""",0.0
"""AB 1478""",1.0
"""app.r.12(b)""",0.0
"""c.231",1.0
"""Civ.R. 4""",0.0
"""Civil Code §1946"" and ""certified mail""",1.0
"""CPLR 3025(b)""",1.0
"""CPLR 3107""",1.0
"""crim. r. 12""",1.0
"""doc! no. 1""",0.0
"""DR 1-103 (a)""",1.0
"""EEOC appeal No. 01970727""",1.0
"""executive order 11246""",0.0
"""F(9)""",
"""FCC 13-118""",1.0
"""Fed. R. Civ. P. 1""",0.0
"""force 10 hoops llc""",1.0
"""FRCP 15(a)""",0.0
"""GR-9.17""",0.0
"""HB 1733""",1.0
"""House Bill 142""",1.0
"""HRCP Rule 72""",1.0
"""Illinois Revised Statutes"" ""Article 8"" ""paragraph 101"" ""chapter 121""",0.0
"""in subparagraph (A)(iii)",1.0
"""Jazmine F"" ""Department of Defense"" ""EEOC No. 0120162132""",0.0
"""JCCP 4042""",
"""Jose Ramos"" ""091-679-605""",1.0
"""N.Y. Bus. Corp. Law § 306-a""",1.0
"""new York debtor and creditor law 276""",1.0
"""Notice 2010-41""",1.0
"""penal law 120.00""",1.0
"""Penal Law 155..30 (8)""",1.0
"""R. 803(6)""",1.0
"""RCW 2.40.020""",1.0
"""rpapl 1304""",1.0
"""RSA 227-J""",1.0
"""rule 1.442(c)(3)""",1.0
"""Rule 12(b)(6)"" ""opposition to defendant's motion to dismiss""",0.0
"""Rule 312""",0.0
"""Rule 32(a)(4)""",0.0
"""Rule 54""",0.0
"""rule 68""",0.0
"""S. 1688"" ""career criminal""",0.0
"""section 318""",0.0
"""section 542""",0.0
"""serious personal injury"" ""Insurance Law 5102(d)""",0.0
"""supplement no.15""",0.0
"""Telecommunications act of 1996""",0.0
"""The Boeing Company",1.0
"""womens prison healthcare",0.0
"""work product"" 100 ""mere contingency""",0.0
%f0a7 64 Fed. Reg. 72756,0.0
[2012] EWHC 723 (Ch),0.0
§ 10.03 Software Development Costs,0.0
§ 102.01 Text of 28 U.S.C. § 1332,0.0
§ 1024.41 Loss mitigation procedures [Effective Oct. 19,0.0
"§ 12.07 THE CORPUS DELICTI RULE: THE BAN ON THE ADMISSION OF ""UNCORROBORATED"" CONFESSIONS",0.0
§ 13.50 Interference With Prospective Economic Advantage and Other Wrongful Conduct.,0.0
§ 140.106 Complaint for Damages [Civ. Code § 3300] for Breach of Contract%2014Promissory Estoppel as Substitute for Consideration,0.0
§ 140.143 Affirmative Defense%2014Statute of Frauds [Civ. Code § 1624],0.0
§ 15-1204(b),0.0
§ 160.63 Opposing Motion to Strike Whole or Part of Pleading [Code Civ. Proc. § 435]%2014Defect Can Be Corrected by Amendment,0.0
§ 16-916,0.0
§ 537.74 Statement of Undisputed Material Facts Supporting Motion for Summary Judgment [Code Civ. Proc. § 437c(b)(1); Cal. Rules of Ct.,0.0
§ 83.130 Allegation; Ownership of Automobile and Permissive Use by Operator [Veh. Code § 17150],0.0
08.64.364,0.0
1.110(c),0.0
1.280(b)(4),0.0
1.408A-4,0.0
1.4692(f)(6),1.0
1.490(i),0.0
1:16-cv-00022-REB,1.0
1:16cv2351. Bell Et Al V. 3m Company,0.0
10.3.1(2) adaag,0.0
10.77.086,0.0
10-16-102,0.0
10-16-106.5,0.0
1031 like kind exchange llc membership interest,0.0
1099 reporting for goodwill credits,0.0
10harvlrev457,0.0
1129(a)(11),0.0
1129(a)(5),0.0
11-301,0.0
114 CSR 83,0.0
11-45-3,0.0
115 P.L. 232,0.0
118 LRP 30430,0.0
12 cf4 1016.2,0.0
12(b)(6) motion dismiss standard,0.0
12(e) FLSA employment relationship,0.0
12(f) motion to strike,0.0
12.420 1.420 record activity,0.0
1209-a Public Authorities law good cause default,0.0
12-502,0.0
126 A.L.R. 114,0.0
12-751 1952,0.0
13-14-100,0.0
13-20-805,0.0
134 Cal.App.3d,0.0
13-921,0.0
1402.05(a),0.0
14-113.20,0.0
14-11-601,0.0
14B Am. Jur. Pleading and Practice Forms,0.0
15(c),0.0
15-0458,0.0
15-10 preponderance,0.0
15-10D-02,0.0
15-1-1,0.0
15-11-2,0.0
15-11-503,0.0
1550 alberni,0.0
16 Summ. Pa. Jur. 2d Commercial Law § 2:7 (2d ed.),0.0
16-10-25,0.0
16-13-33,0.0
16-14-8,0.0
"1624 ""pulgia""",0.0
16-2-9,0.0
16-3-600,0.0
168th,0.0
17 Cal. L. Revision Com. Rep. (1984) p. 313,0.0
17 WC 4900,0.0
17C-16-9,0.0
18 Section 371,0.0
18 usc 846,0.0
18.10 * [OWNER] [OCCUPIER] OF LAND (INVITEE,0.0
18.2-26,0.0
18.2-272,0.0
18.2-57.3,0.0
18-1128,0.0
18702.2(11),0.0
18A-4-8b(g),0.0
18th JDC,0.0
19.2-386.16,0.0
19.502-2,0.0
19-211,0.0
19-6-28,0.0
1983 neighbors conspire oppose development project,0.0
1983 statute of limitations,0.0
2 North Street Corp. v Getty Saugerties Corp.,0.0
2:16cv1799. Preston V. Fidelity Brokerage Services,0.0
2:803(6),1.0
20.203(a),0.0
2000 S. Dunsmuir,0.0
2000,0.0
2010 ADA Accessibility Standards for Accessible Design,0.0
2013 tex. 62,0.0
2016 WL 365941 W.D. Okla 2016,0.0
2017 PA S.B. 667 (NS),0.0
2017 WL 3017048,0.0
20-2-4,0.0
2031.060(h)&non-parties,0.0
2060-AT67,0.0
2090-1(e),0.0
2-100,1.0
22-138,0.0
2255 + sentencing guidelines + challenge sentencing,0.0
2255 statute of limitation,0.0
2302(f)(1)(G),0.0
23-1204,0.0
240(1),0.0
24-2-1,0.0
24-4-401,0.0
24-4-403,0.0
24-4-412,0.0
24-6-602,0.0
24-7-705,0.0
249.587-018,0.0
25 Am Jur Proof of Facts 2d 333,0.0
252.228-7001,0.0
2520.104-23,0.0
25662 B& P minor in possession of alcohol,0.0
2-601,1.0
2-715,1.0
27-37-306,0.0
27-51-104,0.0
27-603,0.0
28 U.S.C. Section 2255 Motion to Vacate,0.0
28 usc 1927 form motion,0.0
28-1009,0.0
28-301.1,0.0
28-44-12,0.0
29 Misc3d 1207 [A],0.0
2917.21(A)(5),0.0
2929.28 restitution,0.0
2A:10-5,1.0
2C:33-4.1,1.0
3 CCR .702-4:4-6-2,0.0
3(c)(7),1.0
3:25-4,1.0
30(b)(6) deposition notice products liability,0.0
30(d),0.0
30(s),0.0
3002(a),0.0
30260-13,0.0
303 Breach of Contract%2014Essential Factual Elements,0.0
30-3-11,0.0
30-4-4,0.0
3105.171(I),0.0
31-1-104,0.0
31-30-3-2,0.0
31-34-20,0.0
31-402,0.0
32:866,1.0
3212.1 benign,0.0
32-5a-191,0.0
33 U.S. Code § 1365 - Citizen suits,0.0
35-38-1-7.1,0.0
35-42-4-1( a)(1),0.0
35-45-1-5,0.0
36-1-12,0.0
362(c)(3)(b),0.0
36-5-103,0.0
36-6-106,0.0
"37 health ""substantially justified"" expenses unjust",0.0
375-8-1-.03,0.0
38 cfr 3.700 bankruptcy discharge,0.0
38 FMSHRC LEXIS 194,0.0
385 regulations,0.0
38-77-160,0.0
39:3-40,1.0
39-13-210(a)(2),1.0
39-13-402,0.0
39-15-402,0.0
4:10-3,1.0
4:37-1 statute of limitations,0.0
401k loan repayment preference,0.0
40-2-5,0.0
40-5-58,0.0
408(b)(2),0.0
41(a)(1)(B),0.0
41-12-1,0.0
42.22.109 montana rule,0.0
42: 2202 minimum,0.0
43-18-46,0.0
43-33-7,0.0
440.13(3)(d),0.0
44-53-370,0.0
45(c)(1)(A),0.0
45-17-8,0.0
46:15-10(c),1.0
46-18-203,0.0
46a-60,0.0
48.4081-1,0.0
48-101-801,0.0
48-3-706,0.0
4850 jail,0.0
49 § 14503,0.0
4B1.2,0.0
5 David L. Faigman et al.,0.0
5.020(d),0.0
"501(c)(6) ""unrelated business income""",0.0
502(a) waiver,0.0
51 va l rev 1587,0.0
513(d)(7) disclosure of the accused mental health records motion to suppress,0.0
514B validly adopted,0.0
5222(b),0.0
54(b),0.0
54:4-8.40,1.0
547(c)(2),0.0
551.401 transportation,0.0
55-525.12,0.0
56(c)(4),0.0
560:5-413,1.0
5-71-208,
58 Ca Jur Specific Performance § 7,0.0
58-2203,0.0
5A:30,1.0
6 moore's federal practice civil 26 app 14 2018,0.0
6:6-4,1.0
60-1401.41,0.0
60Y-5.008,0.0
6-16-111,0.0
63g-3-301,0.0
65(b),0.0
65.2-603,0.0
654.12A,0.0
6-6-2.5-28,0.0
6A CJS Assignments 85,0.0
7 Law Firms That Moved the Needle on Innovation in 2017,0.0
7%25 interest obligations no rate stated,0.0
71-5-2517,0.0
727(a)(2),0.0
7467a,0.0
75129-8-1,0.0
78u-4(a)(3),0.0
7B,0.0
7B-2501,0.0
7B-2502,0.0
8.01-,1.0
8.01-390.3,0.0
8.01-401.3,0.0
8.01-420.2,0.0
810-27-1-4,0.0
836-080-0055,0.0
8-42-107(8),1.0
859 F.3d 1352,0.0
862 F.3d 29; 2018 U.S. Dist. LEXIS 15939; 2018 U.S. Dist. LEXIS 10797; 2017 U.S. Dist. LEXIS 184070; 797 F.3d 1309; 778 F.3d 444; 2017 U.S. Dist. LEXIS 20591; 502 F.3d 159; 2018 U.S. Dist. LEXIS 37021; 488 F. Supp. 2d 686; 137 S. Ct. 1718; 53 F. Supp. 3d 1072; 2017 U.S. App. LEXIS 19750; 2017 U.S. Dist. LEXIS 182472; 82 D. Supp. 3d 1064; 2018 U.S. Dist. LEXIS 14067; 2017 U.S. Dist. LEXIS 110657; 2017 U.S. Dist. LEXIS 114627,0.0
88 Yale LJ 1665,0.0
88071009 88050393 88009568 87921402 87841579 87759806 87647435 87643492 87565630 87541405 87539939 87526330 87486066 87319193 87256841 87119580 87098127 87066239 87019260 87006964 86972822 86934535 86903784 86767288 86730981 86730928 86656053 86655839 86575827 86575822 86527014 86522806 86451754 86447096 86400412 86400403 86207704 86190930 86154894 86081781 86039004 85685017 85499396 85463450 85454932 85442439 85344392 85311992 85236693 79212654 79157145 78938872 78753618 78266017 77838241 77561815 77542803 77516691 77460009 77460008 77315230 77236681 77041233 77041178 76634963 76591430 75591286 74017819 73836968 73831655,0.0
89-66,0.0
A.R.S. § 33-931 medicare,0.0
AB 822,0.0
Act 135,0.0
Admissibility of Party's Own Statement Under Rule 801(d)(2)(A) of the Federal Rules of Evidence,0.0
advertising 17500 penalties,0.0
Advisors Excel,0.0
AFA Section 776(b),0.0
alabama rule 59a,0.0
alabama rule 803(18),0.0
amendment 89,0.0
ao73,0.0
app. 33.1,0.0
App.R. 16(A)(6) statement of facts,0.0
arizona rules of civil procedures 26.3,0.0
arkansas rule of civil procedure 12b(6),0.0
article 42.12,0.0
Article 78,0.0
article 92 ucmj,0.0
asbca 60171,0.0
asset was essential to effective reorganization Chapter 13,0.0
atl2(musmanno),0.0
atl5(aqr),0.0
BC116099,0.0
Breach of covenant for quiet enjoyment in lease,0.0
bus&prof code 10479,0.0
Buss,0.0
C.C.P. section 411.35,0.0
ca Health & Safety Code §1796,0.0
ca personal attendant work more than 12 hours in one shift 8 hour sleep rule,0.0
Cal Bus & Prof Code § 650 Copy Citation,0.0
cal civ code 1717 arbitration trial,0.0
cal civ pro 435.5,0.0
CALCRIM 250 Union of Act and Intent: General Intent,0.0
california code 1941.1,0.0
California Professional Standards section 2475,0.0
california rule of professional responsibility 2-100,0.0
calpine corp (chapter 11),0.0
CCP § 2025.270,0.0
CCP § 2030.210,0.0
CCP § 2034.010,0.0
CCP § 472,0.0
ccp 128,0.0
ccp 170.1,0.0
CCP 1985.3,0.0
CCP 2023.030,0.0
CCP 2025.230,0.0
CCP 2025.450,0.0
CCP 2030,0.0
ccp 372,0.0
ccp 384,0.0
CCP 428.50,0.0
ccp 437c(e),0.0
ccp 703.140,0.0
Certain Activity Tracking Devices,0.0
CGS 14-242,0.0
chapter 12 bankruptcy,0.0
Chapter 1724,0.0
chapter 1983 retaliation for protected speech,0.0
Chapter 2004-397,0.0
chapter 38; attorneys fees against a limited liability company,0.0
chapter 46,0.0
chapter 60 regulation 74,0.0
Charter,0.0
cite(2506),0.0
civil code 1113,0.0
Civil Code 1668,0.0
Civil Code 1770,0.0
civil code 2782,0.0
civil code 3040,0.0
civil code 3287,0.0
civil code section 1542,0.0
civil rule 15 relate back,0.0
clc c-65,0.0
code civ pro 2031.230,0.0
code civil procedure 128,0.0
Code of civil procedure 1005,0.0
code of civil procedure 2031.220,0.0
code of civil procedure 284,0.0
code of civil procedure 877.6,0.0
code of criminal procedure 39.14,0.0
Code of Judicial Conduct 3.1(e),0.0
Colo. Code Regs. §701-7,0.0
competition in contracting act of 1984 (cica),0.0
Consumer Credit Insurance,0.0
corporate code 17707.06,0.0
corrections law 168,0.0
CPLR 308,0.0
CPLR 5501 verdict,0.0
CR 37,0.0
CR-1905-0110,0.0
D.C. § 32-1012(b),0.0
damages 1983 claims,0.0
Daubert v. Merrell Down Pharmaceuticals,0.0
DeBour following 911 call,0.0
defenses 137 sanctions,0.0
dfars 202.101,0.0
dismissal of appeal under rule 8018,0.0
does not prejudice defendants. If defendants %2018desire to prevent plaintiffs from invoking their unfettered right to dismiss actions under rule 41(a)(1)(A) [they] may do so by taking the simple step of filing an answer.%2019,0.0
DRL 240 1b,0.0
education code 44944.05,0.0
EEOC No. 0120161760,0.0
EJECTMENT COMPLAINT (See Fla. R. Civ. P. Form 1.940),0.0
En Pueblo v. De Jes%fas,0.0
enforce rule 11,0.0
EPT § 3-2.1,0.0
er 1.15(b),0.0
ER 703,0.0
Evid. Code 403,0.0
evidence code 1119,0.0
evidence code section 1158,0.0
evidence code section 952,0.0
evidence rule 401,0.0
exec. l. 752 prior conviction,0.0
Executive Order 13789 §2(b,0.0
Exhibit 1 - Deposition Transcript Excerpt of Dr. Annear,0.0
export control act of 2018,0.0
family code 210,0.0
Family Court Act sec 812 stale allegations,0.0
family law 271,0.0
FAR 1.102,0.0
Fed. R. Bankr. P. 3022 unliquidated claims,0.0
Federal Rule 59(e) Motion to Reconsider,0.0
Federal Rule Evidence 502(a) waiver,0.0
"federal rule of appellate procedure 28""",0.0
federal rule of civil procedure 403,0.0
federal rule of evidence 902,0.0
federal surface transportation assistance act of 1982,0.0
fee split part 36 appointments nys,0.0
First National Bank of Blue Island Employee Stock Ownership Plan (1985) 71 FRB 804.,0.0
fish and game code 5652,0.0
fla l weekly D2342,0.0
Fla. Stat. § 726.102 solvency,0.0
"Fla. Stat. § 768.81 & ""professional negligence""",0.0
florida 734.101,0.0
florida annotated statutes 189.404,0.0
florida rules of juvenile procedure 8.332,0.0
FLSA unpaid overtime wages name wrong defendant motion to dismiss 12(b)(6) 12(e),0.0
Form: 50.6.03 TOLLING AGREEMENT(LEGAL MALPRACTICE CLAIM),0.0
FRCP 30 number of depositions,0.0
FRCP 39 attorney waive jury,0.0
fundraising 5 C.F.R. § 2635.808,0.0
G. L. c. 151B jurisdiction,0.0
G.S.N.C. 75-41,0.0
Ga. L. 1965,0.0
General Business Law § 340,0.0
general obligations law 15-108,0.0
general obligations law 5-322.1,0.0
"Georgia ""Rule 87""",0.0
government code 8314,0.0
government code sec 818.2,0.0
Government Code Sections 6250,0.0
Griffin v. Western Realty Sales Corp.,0.0
Gutierrez B137285,0.0
H. Drinker,0.0
H.R. Conf. Rep. No. 104-369,0.0
health and safety code 11364 as an infraction,0.0
HI 2017 SB 2493,0.0
Hillside Park 168 v. Hossain,0.0
house bill 5209,0.0
In re Burton (1895),0.0
In re Gavin T.,0.0
In re Olson 15-01580,0.0
In re Stewart,0.0
income in chapter 13 bankruptcy utah teacher,0.0
Insurance code 10509.914,0.0
Insured's Duty to Read Insurance Policy as Affirmative Defense in Claims Against Insurance Agents and Brokers,0.0
interim counsel fees DRL 237,0.0
Int'l Union of Petroleum & Indus. Workers,0.0
iowa insurance code 507B,0.0
is a defendant eligible for relief under Proposition 36 if he was convicted of carrying a concealed firearm 25400,0.0
J.D. Miles & Sons,0.0
John S. Brownson,0.0
JUD § 479,0.0
judiciary law 470,0.0
la cc 1997,0.0
La. R.S. § 40:1299.39,0.0
labor code 226.7,0.0
labor code 5710,0.0
labor code 6310,0.0
Labor Law 240(1),0.0
labor law 241 osha violation,0.0
lanham act 32(1),0.0
LEGISLATIVE HISTORY%2014H.R. 4681,0.0
LNSDUID-ALM-NJLAWJ-gmm45hkhj,0.0
local government code 152.013,0.0
local government code 54.016,0.0
Local Law 92 of 2018,0.0
m. r. civ. p. 62,0.0
M.R.E 315(d)(1),0.0
markey chairman 1997,0.0
Mass. R. App. P. 3,0.0
matter of myers march 12,0.0
Matter of Silva-Trevino,0.0
MCLS § 750.356d,0.0
md §10-402,0.0
MD Reg. §03.06.01.38,0.0
Md. Ed. Art. 11-601,0.0
Mendez v. Fla. Dep%2019t of Agric. & Consumer Servs,0.0
mental hygiene law 33.23,0.0
Mental Hygiene Law 81.15,0.0
Military Rule of Evidence 404(b),0.0
Miller & Starr,0.0
millington,0.0
missouri code 130.011,0.0
monell liability 1983 final policy maker elected official,0.0
Moore v. Ashland Chemical,0.0
MOTION FOR ALTERNATE SERVICE. (DOM REL 70),0.0
motion for sanctions family law code 271,0.0
motion to remand,0.0
motion,0.0
Murray v. Indus. Comm%2019n of Illinois,0.0
"N.J.A.C. 58:10B-1 definition of ""brownfield site"" federal government property",0.0
nh rule 1.25-a,0.0
NJ A3380,0.0
nv s.b. 350,0.0
ny 202.48,0.0
NY CLS FCA Article 5-B,0.0
NYS Social Service regulation 457.12,0.0
oac 3301-83-13,0.0
OAG 91-174,0.0
ocga 17-7-170 misconduct,0.0
OFCCP Directive 307,0.0
opening the door to previously excluded evidence under M.R.E. 404,0.0
P.R.C.P. 1910.15,0.0
PA 63-490,0.0
PA 73-585 open space,0.0
pa title 23 domestic relations,0.0
Pa.r.c.p. 4012(a)(9) protective order commercial information internal operations,0.0
PAL 1209-a,0.0
Patient Safety Act of 2001,0.0
pen code 182,0.0
penal code 186.11,0.0
Penal code 212,0.0
penal code 236,0.0
pENAL CODE SECTION 1000.3,0.0
penal code section 1210.1,0.0
penal code section 1538.5,0.0
penal code section 273a(b),0.0
penal code section 273d(a),0.0
Penal Law 240.26 self defense,0.0
people v chavez s238929 2017,0.0
People v. Lara,0.0
People v. Williams (Jason Dennis),0.0
PL 120.45,0.0
post-conviction relief article 929,0.0
probate 2620.2,0.0
probate code section 1043,0.0
Proof of Entitlement to,0.0
protecting tenants at foreclosure act of 2009 (ptfa),0.0
Pub. L. No. 114-74,0.0
Public Law 104-416,0.0
Puerto Rico ERS Enabling Act 2013,0.0
purpose 50-h hearing,0.0
R. 2:6-1,0.0
R. 4:9-1,0.0
R.C.M. Sec. 7,0.0
R865-6F-8,0.0
Randoll v. NDI,0.0
Ray v. Ray NY 2008,0.0
Real Property Law § 282,0.0
receiver 617,0.0
residential capital,0.0
Restatement (Second) of Contracts § 201(2) (1981),0.0
restatement (second) of property 5.2,0.0
rev proc 2018-7 2501(a)(2),0.0
Rivera-Siaca v. DCC Operating,0.0
RPAPL § 711,0.0
RPC 1.16(d),0.0
RSC 2524.4 (a),0.0
Rule 1.280,0.0
rule 1.420,0.0
rule 1:4,0.0
rule 1019,0.0
rule 12(c) standard,0.0
Rule 2:506,0.0
rule 23(b)(2),0.0
Rule 26 proportionality,0.0
rule 26 substantial need,0.0
RULE 26(A),0.0
Rule 3:13-3(b)(1)(C),0.0
rule 3:9,0.0
rule 4.04,0.0
rule 4:9,0.0
rule 404,0.0
Rule 41 (a)(2),0.0
Rule 41 stay mandate bond appeal decision of appellate court,0.0
rule 42,0.0
rule 5,0.0
Rule 54 order on attorneys fees separate from judgment,0.0
rule 55.01 civil procedure,0.0
Rule 8(b)(5),0.0
rule 801,0.0
Rule 804(a)(5) civil,0.0
Rule 901,0.0
rule of court rule 3.1200,0.0
Rule of Evidence 408,0.0
rule of professional conduct 1.6 confidentiality scope,0.0
rule prof conduct 4-200,0.0
rules of professional conduct 3-310,0.0
ryan v brophy,0.0
S.rp.504,0.0
S137730,0.0
SB 174,0.0
Scott and Ascher on Trusts 164.1,0.0
SCR 4.300,0.0
Section 137,0.0
Section 15-15-211 of the Colorado Revised Statutes,0.0
section 1692(g),0.0
section 1983,0.0
section 351 property,0.0
section 39-15-401 tenn. code ann.,0.0
section 4(a)(2) of the securities act of 1933,0.0
Section 4662 of the Public Health Law,0.0
Section 52-148a ct,0.0
selling control securities rule 144,0.0
Sentence Laws of 1985,0.0
shep 524 F.3d 988,0.0
shep. Cal Civ Code § 3439.07,0.0
Smith v. Nationstar Mortgage,0.0
Social Security Law 363-d,0.0
State v. Addenbrook,0.0
state v. aragon 2016 joinder,0.0
Statute creating Randall County Court at Law No 1,0.0
streets and highways code 1806,0.0
sturley admiralty 2018,0.0
Synopsis to CPLR § 2301 : Scope of subpoena.,0.0
tea 29-20-113,0.0
tenants rights 718 condo lease,0.0
Tex. Bus. & Com. Code § 15.50 law reviews,0.0
Texas Rule Civil Procedure 199,0.0
texas rule of civil procedure 196,0.0
texas rules of civil procedure 107,0.0
texas rules of civil procedure 190,0.0
Texas rules of civil procedure 76,0.0
texas rules of evidence 801,0.0
text(3319.111),0.0
THE PUPIL TRANSPORTATION ACT Act 187 of 1990,0.0
title 35 negligent,0.0
Title 3B nj statute,0.0
TN Middle District 3:12-cv-00463,0.0
transfer hearing proposition 57,0.0
transport of person on 5150 hold by ambulance,0.0
TRCP 199.2,0.0
treas. reg. 1.367-4,0.0
treat judgment lien like mortgage chapter 11,0.0
trial rule 32,0.0
trujillo 3142 bail reform act,0.0
trust fund penalty priority 11 USC 507(a)(8),0.0
TSB-A-92,0.0
uniform justice court rule 2.12,0.0
United States v. $307,0.0
united states v. collins 16-cr-00244,0.0
United States v. Hodges ( 3rd Circuit),0.0
United States v. Whitley,0.0
utah bankruptcy fraudulent transfer chapter 13,0.0
Utah rules of civil procedure rule 36(c),0.0
vehicle code 22651,0.0
vehicle code 23123,0.0
virginia professional rule 4.2,0.0
virginia supreme court rule 4:11(b),0.0
"visiting nurse services of new york ""nyll 741""",0.0
VTL 1120,0.0
vtl 1163,0.0
Washington Official Form 5,0.0
WCL § 2,0.0
Whatcom Co.,0.0
WIC §346,0.0
WIC 727.1(b)(1),0.0
willful violation of automatic stay 362(k),0.0
Williams v. State Farm Mutual Ins. Co. (Sept. 25,0.0
WT Docket No. 11-40,0.0
01:08,1.0
04:17,1.0
04:19,1.0
0.668055556,0.0
18:03,1.0
0.828472222,0.0
1.1,0.0
1.2,0.0
1.272222222,0.0
1.32,0.0
1.44,0.0
1.451,0.0
1.61,0.0
3,1.0
3.152,0.0
3.191,0.0
3.4,0.0
3.603,0.0
3.7,0.0
4,1.0
5,1.0
9.01,0.0
9.02,0.0
9.2,0.0
9.672,
265:22:00,1.0
12.01,0.0
12.31,0.0
12.44,0.0
13.21,0.0
32.01,0.0
33.01,0.0
37.9,0.0
39.0136,0.0
43.5,0.0
52.02,0.0
54,0.0
55,0.0
55.509,0.0
57,0.0
57.1,0.0
61,0.0
61.07,0.0
70.22,0.0
78.065,0.0
79.01,0.0
83.48,0.0
85.23,0.0
92.251,0.0
100.47,0.0
104,0.0
109,0.0
110.03,0.0
110.1,0.0
119.12,0.0
120,0.0
120.05,0.0
130,0.0
163.556,0.0
170.56,0.0
193.6,0.0
197.552,0.0
198.21,0.0
205,0.0
210.95,0.0
211,0.0
213,0.0
220.03,0.0
238,0.0
240.26,0.0
243.4,0.0
306,0.0
310,0.0
321.38,0.0
328,0.0
333.7403,0.0
342,0.0
342.73,0.0
350,0.0
361.5,0.0
383.015,0.0
403.04,0.0
403.211,0.0
415,0.0
427,0.0
430.5,0.0
440.34,0.0
447.536,0.0
489,0.0
490.2,0.0
501.201,0.0
511,0.0
515.5,0.0
516.105,0.0
517.121,0.0
523.02,0.0
538.225,0.0
558.003,0.0
558.1,0.0
559.917,0.0
571.03,0.0
577.01,0.0
579.02,0.0
600,0.0
600.2591,0.0
600.5807,0.0
600.6023,0.0
609.713,0.0
610.4,0.0
655.73,0.0
676.2,0.0
682.02,0.0
682.08,0.0
689.01,0.0
707,0.0
713.346,0.0
713.78,0.0
718.113,0.0
718.116,0.0
718.117,0.0
718.1255,0.0
720.3085,0.0
720.317,0.0
722,0.0
722.23,0.0
732.401,0.0
733.802,0.0
735.051,0.0
744.3215,0.0
766.103,0.0
767.225,0.0
768.25,0.0
771,0.0
775.15,0.0
776.032,0.0
784.048,0.0
786.0755,0.0
804.12,0.0
810.08,1.0
817.61,0.0
820.2,0.0
853.03,0.0
897,0.0
901,0.0
907,0.0
917.1,0.0
921.0026,0.0
925,0.0
934.215,0.0
995,0.0
1012.81,0.0
1085,0.0
1170.12,0.0
1203.3,0.0
1231,0.0
1300.71,0.0
1303.16,0.0
1309.625,0.0
1312.04,0.0
1363.05,0.0
1707.043,0.0
1711,0.0
1714.9,0.0
1717,0.0
1785,0.0
1951.2,0.0
2025.22,0.0
2025.54,0.0
2030.23,0.0
2033.29,0.0
2151.414,0.0
2168,0.0
2232.56,0.0
2305.321,0.0
2324,0.0
2329.07,0.0
2453,0.0
2744.01,0.0
2913.04,0.0
2917.11,0.0
2921.38,0.0
2923.162,0.0
2929.19,0.0
2943.031,0.0
2969.25,0.0
3129.1,0.0
3213,0.0
3313,0.0
3327.16,0.0
3402,0.0
3403,0.0
3702,0.0
3901.48,0.0
3937.18,0.0
4141,0.0
4318,0.0
4553,0.0
4753,0.0
5723.12,0.0
6033,0.0
6107,0.0
6161,0.0
6673,0.0
9011,0.0
9767.5,0.0
10492,0.0
10562,0.0
12117,0.0
13094,0.0
14601.1,0.0
18722,0.0
19704,0.0
25017,0.0
43422.21528,0.0
43540.33403,0.0
