,name,n_or_f
3211,RS 2477,1.0
3212,RSA 227-J,0.0
3213,RSA 477:44,0.0
3214,RSMo 386.250(3),0.0
3215,rul. 79-70,0.0
3217,rule 1.442,1.0
3218,rule 1.442(c)(3),1.0
3219,Rule 1.7,1.0
3220,rule 10(c),1.0
3221,Rule 1033,1.0
3223,Rule 1080,1.0
3225,Rule 11,1.0
3229,rule 12(f) motion,0.0
3230,rule 12(f),1.0
3231,Rule 12(h),1.0
3233,Rule 13,1.0
3234,rule 145,1.0
3235,rule 15,1.0
3237,rule 15,1.0
3238,rule 15,1.0
3239,rule 15,1.0
3240,rule 17,1.0
3241,rule 17,1.0
3242,rule 20,1.0
3243,rule 20,1.0
3244,rule 201(c)(1),1.0
3245,rule 213(f)(3),1.0
3246,rule 22,1.0
3247,rule 23,1.0
3249,rule 23class actionrelease,0.0
3250,Rule 24,1.0
3251,Rule 24(a),1.0
3253,Rule 26,1.0
3254,Rule 26,1.0
3255,Rule 26(a)(1),1.0
3258,Rule 26(d)(2)(B),1.0
3259,Rule 26(e),1.0
3260,Rule 27-13(k),1.0
3261,Rule 29,1.0
3262,"Rule 3, SCRCrimP",0.0
3263,Rule 3.1700,1.0
3264,rule 3.2,1.0
3265,RULE 3.7(A),1.0
3267,Rule 30(b)(6) deposition,0.0
3268,Rule 30(b)(6),1.0
3269,Rule 30(b)(6),1.0
3270,Rule 30(b)(6),1.0
3271,Rule 312,1.0
3272,Rule 32,1.0
3273,Rule 32(a)(4),1.0
3274,Rule 33,1.0
3275,Rule 33,1.0
3276,rule 33,1.0
3278,Rule 37 near substantially harmless,0.0
3279,Rule 4.5,1.0
3281,rule 4,1.0
3283,rule 4,1.0
3284,rule 4,1.0
3285,rule 4,1.0
3286,rule 4(d)(1),1.0
3288,rule 402,1.0
3290,Rule 404,1.0
3292,Rule 405(b),1.0
3293,rule 406,1.0
3294,rule 408,1.0
3296,rule 408,1.0
3297,rule 408,1.0
3298,Rule 41,1.0
3299,Rule 41(a)(2) made by motion,0.0
3300,Rule 41(a)(2) counterclaim,0.0
3302,Rule 416,1.0
3303,Rule 42,1.0
3304,rule 42,1.0
3305,rule 42,1.0
3306,rule 42,1.0
3307,Rule 45,1.0
3308,Rule 45,1.0
3309,rule 45 contempt,0.0
3310,Rule 45(c)(1),1.0
3311,Rule 45(d)(1),1.0
3312,Rule 45(f),1.0
3313,Rule 50,1.0
3314,Rule 50,1.0
3315,rule 50(a),1.0
3317,Rule 54,1.0
3318,rule 54(b),1.0
3319,Rule 56(d),1.0
3320,Rule 56(d),1.0
3321,rule 59,1.0
3322,rule 59,1.0
3323,rule 59,1.0
3324,Rule 59,1.0
3325,Rule 59,1.0
3326,rule 59(e),1.0
3327,rule 59(e),1.0
3328,rule 6(a),1.0
3329,rule 6(b),1.0
3331,Rule 60,1.0
3332,rule 602,1.0
3333,rule 602,1.0
3335,Rule 609,1.0
3337,Rule 65,1.0
3338,Rule 65,1.0
3339,Rule 736.11,1.0
3340,rule 8(c),1.0
3341,rule 9.5 misrepresentation,0.0
3344,Rule of 78,0.0
3346,S. Hrg. 113-641,0.0
3347,S. Rep. No. 103-300,0.0
3348,S. Rep. No. 109-78,0.0
3349,s.b. 1293,0.0
3350,s.b. 153,0.0
3352,s.r. 26,0.0
3353,S6576,1.0
3354,"Safe Drinking Water, Water Quality and Supply, Flood Control, River and Coastal Protection Bond Act of 2006",0.0
3356,Sale under,0.0
3358,SARA panel recommendation 5.3,0.0
3362,Second degree assault,0.0
3363,section 10(b),1.0
3364,section 1121(e)(2),1.0
3365,Section 142(a)(6),1.0
3366,section 158(f),1.0
3367,section 1983,1.0
3368,section 1983,1.0
3369,section 1983,1.0
3370,section 1983,1.0
3371,section 203 controlling increase ownership share,1.0
3372,section 2615,1.0
3373,section 267(a)(3),1.0
3374,section 299,1.0
3375,section 301,1.0
3376,section 301,1.0
3377,section 318,1.0
3378,section 351 property,1.0
3380,section 365,1.0
3381,section 46,1.0
3382,Section 4615,1.0
3383,section 5,1.0
3385,section 542,1.0
3386,section 542(c)(7),1.0
3387,Section 705,1.0
3388,Section 8 Housing program participant,1.0
3390,section 8,1.0
3391,section 911,1.0
3392,section 951,1.0
3393,section 954 employee,1.0
3395,Sen. Bill No. 863,0.0
3396,senate bill 813,0.0
3398,Senate Report 92%20101219,0.0
3399,September 20th,0.0
3401,serious personal injury Insurance Law 5102(d),0.0
3402,"Service of process on and citation of the appointed agent, together with the posting of the petition as provided in R.S. 18:1406, shall be sufficient service to give the trial court jurisdiction over the person of the defendant.",0.0
3404,slip and fall! + 966 + affidavit!,0.0
3405,SN-2017-002,1.0
3407,"Special burdens, definitions",0.0
3410,statute of limitations 337(1),0.0
3411,step 2,0.0
3413,Strike 3 Holdings,0.0
3416,surety bond program chapter 11 plan,0.0
3417,Sustainable Growth and Agricultural Preservation Act of 2012,0.0
3418,T.D. 8646,0.0
3419,take the expert%2019s word for it,0.0
3420,Tax Cuts and Jobs Act of 2017,0.0
3421,TD 7456,0.0
3422,Telecommunications act of 1996,0.0
3423,temporary labor camps 1910.142,0.0
3425,Tex. Bus. Orgs. Code sec. 153.401,0.0
3426,Tex. Prob. Code sec. 59(b),0.0
3427,Tex. R. App. P. 52.10,0.0
3430,texas education code 37.017,0.0
3431,The arbitrator shall interpret and apply these rules insofar as they relate to the arbitrator%2019s powers and duties,0.0
3433,"The covered entity has established a relationship with the individual, such that the covered entity maintains records of the individual%2019s health care",0.0
3434,"the debtor's bankruptcy schedules indicate assets of $760,000",0.0
3436,the district court functions as the gatekeeper for expert testimony,0.0
3438,The exclusion of non-disclosed evidence is automatic and mandatory under Rule 37(c)(1) unless non-disclosure was justified or harmless,0.0
3439,The purpose of subsection 108(d),0.0
3440,"The SELLER warrants only that the Marine Fuel supplied shall conform to the specifications stated in the SELLER%2019s signed confirmation document, and that SELLER will convey to BUYER title thereto free and clear of all taxes, liens and encumbrances existing or in favor of any third parties. ALL OTHER WARRANTIES, INCLUDING ANY IMPLIED WARRANTIES ",0.0
3441,the sole function of a warrant of arrest is to achieve a defendant%2019s court appearance in a criminal action.,0.0
3442,There is established a private cause of action for damages (which shall be in an amount double the amount otherwise provided) in the case of a primary plan which fails to provide for primary payment (or appropriate reimbursement) in accordance with paragraphs (1) and (2)(A).,0.0
3443,title 18,1.0
3444,title 350,1.0
3445,title 38,1.0
3446,"total consideration by the consumer of more than $ 500,000",0.0
3447,township 3 south,0.0
3448,traditional meter; utility,0.0
3449,trap for the unwary section 203 delaware,0.0
3451,Treasury Decision 6210,0.0
3452,trespass,0.0
3453,Trial by ambush,0.0
3455,ucc-1,0.0
3456,UCC-3 financing,0.0
3457,UD 513,0.0
3458,UD 516,0.0
3459,unauthorized practice of law 425.16,0.0
3461,Unfamiliarity with procedural rules is not good cause to excuse untimely action.,0.0
3462,rule 6.5,1.0
3463,Uniform Trust Code section 1010,0.0
3464,Uniform Trust Code section 1010,0.0
3465,Uniform Trust Code 411,0.0
3468,Unsponsored ADRs,0.0
3469,US biosimilars watch: similar but not d%e9j%e0 vu,0.0
3470,USCS - United States Code Service - Titles 1 through 54,0.0
3471,va. code 2.2-4303(G)(1),0.0
3473,virginia code 18.2-172 aggravated felony,0.0
3474,Walsh pizzi,0.0
3475,we believe it is massive; we believe it is quite widespread,0.0
3476,Wh-60,1.0
3479,within 15 calendar days,0.0
3480,"womens prison healthcare, united nations *8th amendment",0.0
3481,womens prison healthcare united nations *8th amendment,0.0
3482,Word mark,0.0
3483,work product 100 mere contingency,0.0
3484,Workers compensation law 15 (7),0.0
3486,Worthless check,0.0
3487,wv code 69-12-1,0.0
3488,youth center 481.134,0.0
3491,(apothecare pharmacy),0.0
3492,"(First Call Resolution, LLC) (86-1060494)",0.0
3493,(Five9),0.0
3494,(Jos%e9 Cartellone Construcciones Civiles),0.0
3495,(pgi acquisition),0.0
3497,(tex. r. civ. p. 193.7),0.0
3498,((operational data analysis centre OR ODAC OR Centre d%2019analyse des donn%e9e op%e9rationnelles OR CADO) AND (CSIS OR Canadian Security Intelligence Service OR Canadian Intelligence OR Service canadien du renseignement de s%e9curit%e9 OR  SCRS  OR  canadienne du renseignement )),0.0
3499,"(1) the characteristics of the accused, (2) the conditions of interrogation, and (3) the conduct of law enforcement officials",0.0
3500,(1) whether the theory or technique that is the subject of the proposed testimony can be (and has been tested); (2) whether the theory or technique has been subjected to peer review and publications; (3) a technique%2019s known or potential rate of error; and (4) whether there is a general acceptance of a theory or technique within the relevant scientific community.,0.0
3501,(2152.10 (A)(1)(a)),0.0
3502,(30(b)(6) witness and does not get to choose),0.0
3503,"(54) N -(1-amino-3,3-dimethyl-1-oxobutan-2-yl)-1-pentyl-1H -(7035)indazole-3-carboxamide (ADB-PINACA)",0.0
3504,(6) The nature and length of the professional relationship with the client;,0.0
3506,(Cal.) Reg. 1 2007 WLNR 3024483,0.0
3507,(ccp:431.10-431.70),0.0
3508,(Civil code 1946.5),0.0
3509,"(Davis v. Superior Court (1992) 7 Cal.App.4th 1008, 1011 [9 Cal.Rptr.2d 331].)",0.0
3512,"(Hunt v. Superior Court (1999) 21 Cal.4th 984, 1000, 90 Cal.Rptr.2d 236, 987 P.2d 705.)",0.0
3513,"(i) We will find that you have an extreme limitation in a domain when your impairment(s) interferes very seriously with your ability to independently initiate, sustain, or complete activities.",0.0
3514,(MCR 804(a)(4)),0.0
3515,(Mohammad) w3 (Mehrani),0.0
3516,(Przelewy24),0.0
3517,(South Carolina appellate rules) 413,0.0
3518,[1999] 1 WLR 1183,0.0
3521,section 1-204,1.0
3522,section 1.2. NATURE OF QUIET TITLE ACTIONS,1.0
3523,section 1.4 Contracts of Adhesion,1.0
3524,section 1.441-1(c).,1.0
3525,section 1.6050P-1,1.0
3526,section 10.03 Software Development Costs,1.0
3528,section 10.29 Powers of Personal Representatives and Trustees%2014 partnership,1.0
3529,section 102.01 Text of 28 U.S.C. section 1332,1.0
3530,section 102.01 Writ of Prohibition,1.0
3532,"section 103.94 Complaint for Damages%2014Fraud, Breach of Duty to Disclose [Civ. Code sectionsection 2079%20132079.6, 2079.16], Breach of Duty to Be Honest and Truthful [Civ. Code section 2079.16], Negligence [Civ. Code section 2079.16], Negligent Misrepresentation%2014Failure to Disclose Defects%2014By Buyer Against Listing Agent",1.0
3533,section 11-5 ADVERSE EMPLOYMENT ACTION,1.0
3534,section 11.17 Social Host Liability. illinois,1.0
3535,section 113.14 Civil Action for Deprivation of Rights: 42 U.S.C. section 1983,1.0
3536,section 12.06 Rights of Guarantor,1.0
3537,section 12.07 THE CORPUS DELICTI RULE: THE BAN ON THE ADMISSION OF UNCORROBORATED CONFESSIONS,1.0
3538,section 12.1-13,1.0
3540,section 121.01 Text of 28 U.S.C. section 2283 (Federal Anti-Injunction Statute),1.0
3541,section 125.121 Stipulation by Counsel [Code Civ. Proc. section 283(1)] to Consolidation of Actions [Code Civ. Proc. section 1048(a)],1.0
3542,section 125.8,1.0
3543,section 126.53 Complaint Code [Civ. Proc. section 425.10] for Compensatory [Civ. Code section 3336] and Punitive or Exemplary [Civ. Code section 3294] Damages for Injury Based on Conspiracy%2014Conversion of Plaintiff Employer%2019s Property by Employee Salesperson and Third Party,1.0
3544,section 13-107,1.0
3545,section 13-21-102,1.0
3547,section 13.50 Interference With Prospective Economic Advantage and Other Wrongful Conduct.,1.0
3548,section 1300.67.24,1.0
3549,section 131.43 Supporting Motion to Correct Clerical Error in Judgment [Code Civ. Proc. section 473(d)]%2014Court%2019s Power to Correct Clerical Error%2014Power to Antedate Record of Judgment Nunc Pro Tunc,1.0
3551,section 13A-9-14(A),1.0
3552,section 14 ELECTRONIC CONTRACTS%2014E-SIGN%2014UNIFORM ELECTRONIC TRANSACTIONS ACT (UETA),1.0
3553,"section 14:3.Owner%2014Damages for breach, 8 Fla. Prac., Constr. Law Manual section 14:3",1.0
3554,section 14.09 The Court-Appointed Attorney and the Right to Counsel,1.0
3555,section 14.2 Proceedings at Arraignment; Pleas.,1.0
3556,section 140.103 Complaint for Damages [Civ. Code section 3300] for Breach of Written Contract%2014By Third-Party Beneficiary [Civ. Code section 1559],1.0
3557,section 140.143 Affirmative Defense%2014Statute of Frauds [Civ. Code section 1624],1.0
3558,section 141.54 Supporting Contention That Landlord Who Failed to Return Security Deposit and to Provide a Written Accounting of Deductions to Tenant in a Timely Manner [Civ. Code section 1950.5(g)] Is Entitled to Recover Unpaid Rent and Costs of Cleaning and Repair,1.0
3559,section 15-11-202. Reasonable efforts by DFCS to preserve or reunify families,1.0
3561,section 15-11-310. Grounds for determining termination of parental rights,1.0
3562,section 15-11-543. Notice of alibi defense,1.0
3563,section 15-11-604. Credit for time served,1.0
3564,section 15-11-701. Sealing of files and records; hearings; limitations on disclosure; identity of victim,1.0
3565,section 15-1204(b),1.0
3567,section 16-916,1.0
3568,"section 16.30 Supporting Motion for Leave to File Amended Pleading or Amendment to Pleading [Code Civ. Proc. sectionsection 473(a), 576]%2014General Form",1.0
3569,"section 16.31 Supporting Motion for Leave to File Amended Pleading or Amendment to Pleading to Conform to Proof [Code Civ. Proc. sectionsection 469, 470, 473(a), 576]%2014General Form",1.0
3570,"section 160.518 Exchange of witness lists, witness statements, and exhibits.",1.0
3571,section 160.63 Opposing Motion to Strike Whole or Part of Pleading [Code Civ. Proc. section 435]%2014Defect Can Be Corrected by Amendment,1.0
3572,section 16106,1.0
3574,section 17-6 Real Party in Interest%2014Assignments,1.0
3575,section 17.10 The Unfair Competition Law and False Advertising (Cal. Bus. & Prof. Code section 17200 et seq.),1.0
3576,"section 170 Cross-examination in general, including right to confrontation.",1.0
3577,section 18.2-174. Impersonating law-enforcement officer; penalty.,1.0
3578,section 18.3 Employee Stock Purchase and Stock Option Agreements,1.0
3580,section 193.229 Written Objection to Errors and Irregularities in Deposition Notice [Code Civ. Proc. section 2025.410],1.0
3581,"section 195.65 Proceedings for Order to Compel%2014Compelling Response to Demand for Inspection, Copying, Testing, or Sampling [Code Civ. Proc. section 2031.300]%2014Notice of Motion and Supporting Declaration",1.0
3582,section 2.28 Motions in Limine,1.0
3583,section 20-351.2,1.0
3584,section 20.11 Excusing and Recalling Witnesses,1.0
3585,section 20.65 Past Recollection Recorded [Evid. Code section 1237],1.0
3586,section 203.16 Remedies for Wrongful Termination in Breach of Employment Contract,1.0
3589,"section 221.23a. Policyholder collateral, deductible reimbursements and other policyholder obligations",1.0
3590,section 23-63-1806,1.0
3591,section 24-10-4,1.0
3592,section 24-13-112,1.0
3593,section 24-3-30,1.0
3594,"section 24-4-418. Admissibility of criminal gang activity, disclosure",1.0
3595,section 24.11 Interpretation of Contracts Distinguished from Application of The Parol Evidence Rule,1.0
3596,section 244.20 Contract for Sale of Real Estate%2014Broker%2019s Forms,1.0
3597,section 2521.2 Preferential Rents,1.0
3598,section 269.94 Complaint for Damages for Fraud and Deceit%2014Promise Made Without Intention to Perform [Civ. Code section 1710(4)]%2014General Form,1.0
3599,section 275.205-3,1.0
3600,section 287.120 mo. rev. stat. co employee intoxication,1.0
3602,section 3-101(e)(1) of the Public Safety Article,1.0
3603,"section 3-118 Training regarding homeless, runaway or sexually exploited youth.",1.0
3604,section 3-202. Assault in the first degree,1.0
3605,"section 3-6 The Interrogation Environment, Police Conduct, and Official Coercion.",1.0
3607,section 301 LMRA,1.0
3609,"section 303.131 Proceedings for Temporary Restraining Order and Order to Show Cause re Preliminary Injunction [Code Civ. Proc. section 527]%2014Ex Parte Application, Supporting Declaration and Declaration re Notice [Cal. Rules of Ct., Rule 3.1200 et seq.]",1.0
3610,section 303.132 Proceedings for Temporary Restraining Order and Order to Show Cause re Preliminary Injunction [Code Civ. Proc. section 527]%2014Temporary Restraining Order and Order to Show Cause re Preliminary Injunction,1.0
3611,"section 33.12 The Motion to Dismiss, Transfer or Stay Under First-to-File Rule",1.0
3612,section 33.35. What Records Must I Keep Related to Money Transmission Transactions?,1.0
3613,section 332.80 72-Hour Notice to Occupant to Remove Recreational Vehicle of Defaulting Occupant From Recreational Vehicle Park [Civ. Code section 799.57]%2014By Management,1.0
3614,"section 333.80 Complaint for Unlawful Detainer by Lessor, Sublessor, Landlord, Former Employer, Principal, or Licensor, or Purchaser of Property at Sale [Code Civ. Proc. sectionsection 1161, 1161a(b), 1166, 1177; Cal. Rules of Ct., Rule 1.45(a)]%2014Judicial Council Form UD-100",1.0
3615,"section 334.62 Complaint by Tenant Against Landlord for Actual and Punitive Damages for Wrongful Eviction [Civ. Code sectionsection 3294, 3300, 3333]",1.0
3616,section 34-9-13. Definitions; persons presumed next of kin; apportionment of payments among partial and total dependents; termination of dependency,1.0
3617,section 34-9-8. Liability of principal contractor or subcontractor for employee injuries,1.0
3618,section 348A Trespass to Land,1.0
3622,section 35.3. Lien for taxes,1.0
3623,"section 36 THE EFFECT OF CAPTIONS AND HEADINGS%2014QUOTATION, PURCHASE ORDER, ETC",1.0
3624,section 3912 Counsel fees landlord,1.0
3625,section 3999.42,1.0
3626,section 4 Sentencing Under Three Strikes,1.0
3627,section 4.03 The Private Offering Exemption%2014Maryland,1.0
3629,section 40-303.13. When suit to be commenced.,1.0
3630,section 40.13 How do DOT drug and alcohol tests relate to non-DOT tests?,1.0
3631,"section 401.41 Complaint for Damages for Breach of Partnership Agreement [Corp. Code section 16405(b)(1); Civ. Code section 3300], Breach of Fiduciary Duty [Corp. Code sectionsection 16404(c), 16405(b)(2)(A)], Conversion [Civ. Code section 3336], and Fraud [Civ. Code sectionsection 1709, 3333]%2014Repudiation of Partnership Contract and Conversion of Partnership Assets by Partner [Civ. Code sectionsection 1573, 1710(4)]",1.0
3632,section 41.04 Authority of Magistrates,1.0
3633,section 45:15-16.27. Short title [Real Estate Sales Full Disclosure Act],1.0
3634,section 46. Lien for Medical Services,1.0
3635,section 5.03 Products Liability Defendants in the Context of the Restatement (Second) of Torts section 402A,1.0
3637,section 504 (Discretionary Trusts,1.0
3638,section 520.132 Affirmative Defense Allegation [Code Civ. Proc. section 431.30(b)(2)]%2014Release of Joint Tortfeasor or Coobligor for Amount Sufficient to Satisfy Entire Claim [Code Civ. Proc. section 877],1.0
3640,section 523(a)(2) non-discharge of attorney's fees,1.0
3641,section 524.54 Application and Declaration for Ex Parte Order Shortening Time for Service of Notice of Motion and Accompanying Papers [Code Civ. Proc. section 1005],1.0
3642,"section 537.74 Statement of Undisputed Material Facts Supporting Motion for Summary Judgment [Code Civ. Proc. section 437c(b)(1); Cal. Rules of Ct., Rule 3.1350(c), (d), (h), (i)]",1.0
3643,section 538.225.7 R.S.Mo.,1.0
3644,section 55-108,1.0
3645,section 55-7-,1.0
3646,section 55-7-13a,1.0
3647,section 550.42 Complaint for Damages for Trespass to Real Property,1.0
3648,section 551.152 Grounds for Declaring Mistrial,1.0
3651,"section 565.270 Complaint for Damages [Civ. Code sectionsection 3294, 3333, 3426.3] for Misappropriation of Trade Secret and for Temporary Restraining Order, Preliminary Injunction [Code Civ. Proc. sectionsection 526, 527(a)], and Permanent Injunction [Civ. Code section 3422]%2014General Form",1.0
3653,"section 6.17 Shepardizing Court Opinions, Statutes, and Secondary Sources.",1.0
3655,section 605.0709,1.0
3656,section 64.16 When Performance on Time Is of the Essence,1.0
3657,section 67 DETRIMENTAL RELIANCE%2014PROMISSORY ESTOPPEL,1.0
3659,"section 7.12 Authenticating Photographs, Video Recordings, and Audio Recordings",1.0
3661,section 741.31 Arrest without warrant,1.0
3663,section 8.01-230,1.0
3664,"section 8.13 FLORIDA HOMESTEAD EXEMPTION%2014FLA. CONST. ART. X, section 4",1.0
3665,section 80.4310. Report Regarding Differences from Application,1.0
3666,section 825.215,1.0
3668,section 85-7-433. Forms; interim waiver and release upon payment; waiver and release upon final payment; affidavit of nonpayment; notice of contest of lien; pre-lien notice to owner,1.0
3669,section 87-1. General contractor defined; exceptions.,1.0
3671,section 9.07 The Look-Back Period,1.0
3672,section 91.23 Concurrent and Consecutive Sentences,1.0
3673,section 94886,1.0
3674,section 99.182 Order: Discovery of Emails,1.0
3675,section BH:16-1,1.0
3676,"section F17.07 Age Discrimination in Employment (Age Discrimination in Employment Act, 29 U.S.C. sectionsection 621-634)",1.0
3677,section Withdrawal of Counsel,1.0
3678,section1024.41(d),1.0
3679,section1641(f)(2),1.0
3680,section19-505,1.0
3681,section1927,1.0
3682,section2698.30- .43.,1.0
3683,section29-1-7-18,1.0
3684,section3025,1.0
3685,section3232. Ramps.,1.0
3686,section38-30-108,1.0
3687,section387.125,1.0
3688,section44-10-16,1.0
3690,section480-30-221,1.0
3693,section732.2135,1.0
3694,section84.007,1.0
3695,sectionN.J.A.C. 11:3,1.0
3696,& NOT chapter 11,0.0
3697,&B-2502,0.0
3698,%200bIn Re D.B.,0.0
3699,%2022 48A Fla Jur State of Florida section 338%2022,0.0
3700,%2022 Elbit Systems of America,0.0
3702,"%2022 Michigan Consumer Protection Act, Section 445.903",0.0
3703,%2022 N.M. Stat. Ann. section 52-17-1,0.0
3704,%2022 Public Health Law s. 4501,0.0
3705,"%2032Is Something Going Wrong in the WTO Dispute Settlement?%2032, 46:5 Journal of World Trade,",0.0
3706,%25 closing,0.0
3707,%25spencer bachus,0.0
3708,%b6 1300.11 Removal and Remand of Proceedings; 28 U.S.C. section 1452,0.0
3709,%b6 193.05 Default Judgment in Action to Quiet Title (Pa. R.C.P. 1066),0.0
3710,%b6 3211.35 Matter Outside of Pleadings May Be Presented on CPLR 3211(a)(7) Motion,1.0
3711,%b6 52.15 Recovery by Secured Claimant From Collateral Value in Excess of Claim of Interest and Reasonable Charges (Including Attorneys%2019 Fees) Under Agreement,0.0
3713,%f0a7 64 Fed. Reg. 72756,0.0
3714,$1 donation,0.0
3715,$20 average weekly wage,0.0
3716,01A53129,1.0
3717,01A61202,1.0
3718,02-146,1.0
3719,03-16-00532-CR,1.0
3720,03-16-00727-CR,1.0
3721,04-04283,1.0
3722,04-17-00568-CR,1.0
3724,05-1070,1.0
3725,07-16-00419-cr,1.0
3726,07272,1.0
3727,076-21,1.0
3728,0780-1-53-.03,1.0
3729,0780-1-53.03,1.0
3733,0800-02-12,1.0
3734,0800-02-12-.14,1.0
3736,08CA2384,1.0
3740,09.65.290,0.0
3741,09.80.020(b),0.0
3742,0hio rules of civil procedure,0.0
3743,1 CACI 200,0.0
3744,1 Florida Standard Jury Instructions in Civil Cases 408.6 (2018),0.0
3745,1 L.P.R.A. 1,0.0
3746,1 Modern Federal Jury Instructions-Criminal Matthew Bender Criminal Law Library,0.0
3747,1 Moore's Federal Practice - Civil Moore%2019s Federal Practice,0.0
3748,1 N.C.,1.0
3749,1 N.Y,1.0
3750,1 N.Y,1.0
3751,1 nav. a.r. 347,0.0
3753,1 of M.G.L. c. 176J,0.0
3754,1 Peake N.P. 139,0.0
3755,1-004(k),1.0
3756,1-026,1.0
3757,1-033,1.0
3758,1-060,1.0
3760,1-077(j),1.0
3761,1-088.1,1.0
3762,1-105,1.0
3763,1-14-md-02503,1.0
3764,1-200,1.0
3765,1-350q,1.0
3766,1-400,1.0
3767,1-52(16),1.0
3769,1-75.4,1.0
3770,1-9,1.0
3772,1:01-cv-02244-JDB,1.0
3773,1:03-CV-0249,1.0
3774,1:05-cv-01743,1.0
3775,1:11cv00394,1.0
3776,1:12-cv-07311-JPO-KNF,1.0
3778,1:13-cv-09173,1.0
3779,1:13-cv-09173-ER,1.0
3780,1:13-cv-9173,1.0
3781,1:15-cv-03702,1.0
3782,1:16-cv-00022-REB,1.0
3783,1:16cv1946,1.0
3784,"1:16cv21238. Wasser Et Al V. All Market, Inc.",0.0
3785,"1:16cv2351. Bell Et Al V. 3m Company, The Et Al",0.0
3786,1:16cv3000. Stephenson-Licciardi V. Lutheran Hospital Association Of The San Luis Valley Et Al,0.0
3787,1:16cv630. Perego Et Al V. Acadia Healthcare Co Inc,0.0
3788,"1:16cv820. Cleven Et Al V. Mid-America Apartment Communities, Inc. Et Al",0.0
3789,1:17-00244,1.0
3790,1:17-cv-00244,1.0
3791,1:17cv77. Mccon V. Perez Et Al,0.0
3792,1:18-cr-00602-WHP,1.0
3794,1:18-cv-04032,1.0
3795,1:18-cv-04049,1.0
3796,1:18-cv-05197,1.0
3798,1:18cv747,1.0
3800,1:21-7,1.0
3801,1:6-5,1.0
3802,1:9-1,1.0
3803,1. 1982,1.0
3804,1.,1.0
3805,1.1001-3,1.0
3806,1.110(c),0.0
3807,1.130(a),0.0
3808,1.140,1.0
3809,1.140(b),0.0
3810,1.140(f),0.0
3811,1.1502-36,1.0
3812,1.163(j),0.0
3814,1.201(a),0.0
3815,1.220,1.0
3816,1.280(b)(4),0.0
3818,1.280g,1.0
3819,1.310(b)(6),0.0
3820,1.330(a)(3),0.0
3822,1.370,1.0
3823,1.401(a)(9),1.0
3825,1.408A,1.0
3826,1.410,1.0
3827,1.420,1.0
3829,1.469-2(f)(6),0.0
3830,1.4692(f)(6),1.0
3831,1.490(i),0.0
3833,1.510(c),0.0
3834,1.510(e),0.0
3835,1.577,1.0
3836,1.641(b),1.0
3837,1.7874-3,1.0
3838,1.861-17,1.0
3839,1.861-8(e),1.0
3842,10 section2970,1.0
3844,10 U.S.C.S. section 920,1.0
3846,10-1-645,1.0
3847,10-16-102,1.0
3849,10-2-416,1.0
3850,10-2.150,1.0
3851,10-253,1.0
3852,10-3-1104,1.0
3854,10-4-703,1.0
3855,10-5-103,1.0
3856,10-7-201,1.0
3857,10-c-66,1.0
3858,10-K,1.0
3859,10-k,1.0
3860,10:129-7.3,1.0
3861,10:54-2,1.0
3862,10.05.010,0.0
3863,10.08,1.0
3864,10.09.71.02,0.0
3866,10.3.1(2),1.0
3867,10.77.086,0.0
3869,10(a)(4),0.0
3870,10(b),0.0
3872,1003.18(a),0.0
3873,1006.2,1.0
3875,10123.195(h),0.0
3876,1017,1.0
3878,102-3-3a,1.0
3879,1021.5,1.0
3880,1031(f)(2)(C),0.0
3881,104-South,1.0
3884,105-242,1.0
3885,1056(b),0.0
3886,10770.1,1.0
3887,109 S0.,1.0
3888,109-190,1.0
3889,1099-c,1.0
3890,1099(c),0.0
3893,10th,1.0
3894,10th,1.0
3896,11 U.S.C. Section 555,1.0
3897,11 USC section 523(a)(2)(4),1.0
3898,11 usc 324,1.0
3899,11 usc 330,1.0
3902,11 USC 523(a)(3)(B),1.0
3903,11 USC 525,1.0
3904,11-10-513,1.0
3905,11-301,1.0
3906,11-37-2,1.0
3907,11-401,1.0
3908,11-403,1.0
3909,11-412,1.0
3910,11-43-210,1.0
3911,11-43-4,1.0
3912,11-43-46,1.0
3914,11-45-3,1.0
3915,11-4a,1.0
3916,11-501(a)(2),0.0
3917,11-609,1.0
3918,11-701,1.0
3920,11-703,1.0
3921,11-79-213,1.0
3922,11-802,1.0
3925,11:24A-4.7,1.0
3926,110-132,1.0
3927,1101(b),0.0
3928,1101b,1.0
3929,1104(a),0.0
3932,111 U.S.C. 544,1.0
3933,111-8-40-.11,1.0
3934,1123(A)(5),0.0
3935,1123(a)(5)(d),0.0
3936,1123(B),0.0
3937,1123a5d,1.0
3938,1125(a),0.0
3939,1125(a)(1)(B),0.0
3941,1129(a)(2),0.0
3942,1129(a)(5),0.0
3943,113,1.0
3944,1132(a)(3),0.0
3945,114,1.0
3946,114-14-6,1.0
3947,114-a,1.0
3948,1140-12.010,1.0
3949,115 P.L,1.0
3950,117,1.0
3951,117-322,1.0
3952,118,1.0
3954,1192,1.0
3956,119a,1.0
3957,11A,1.0
3958,11th,1.0
3960,11th,1.0
3962,12 -61-910.3,1.0
3963,12 ps 1603,1.0
3964,12 U.S.C. 1701x(c)(5),1.0
3965,12 usc 2605,1.0
3966,12-10-301,1.0
3967,12-101,1.0
3968,12-107,1.0
3969,12-107e,1.0
3973,12-30523,1.0
3976,12-38-111.6,1.0
