query,y_n
"""43 CFR 2621.0-2""",1.0
"""440.13(2)(b)""",1.0
"""4507.07""",0.0
"""456.4-416""",0.0
"""46-11-503""",0.0
"""5 vac 5-20-170""",0.0
"""5150""",1.0
"""5-201""",1.0
"""530 u.s. 15""",1.0
"""6(b)(1)(A)""",
"""60 FR 3470""",0.0
"""615""",1.0
"""659A.030(1)(a)""",1.0
"""706""",1.0
"""93-10-045""",0.0
"""96-030""",
"""99e""",0.0
"""AB 1478""",0.0
"""app.r.12(b)""",
"""c.231",
"""Civ.R. 4""",0.0
"""Civil Code §1946"" and ""certified mail""",0.0
"""CPLR 3025(b)""",0.0
"""CPLR 3107""",0.0
"""crim. r. 12""",0.0
"""doc! no. 1""",
"""DR 1-103 (a)""",0.0
"""EEOC appeal No. 01970727""",0.0
"""executive order 11246""",1.0
"""F(9)""",0.0
"""FCC 13-118""",0.0
"""Fed. R. Civ. P. 1""",1.0
"""force 10 hoops llc""",0.0
"""FRCP 15(a)""",1.0
"""GR-9.17""",0.0
"""HB 1733""",0.0
"""House Bill 142""",0.0
"""HRCP Rule 72""",0.0
"""Illinois Revised Statutes"" ""Article 8"" ""paragraph 101"" ""chapter 121""",1.0
"""in subparagraph (A)(iii)",
"""Jazmine F"" ""Department of Defense"" ""EEOC No. 0120162132""",0.0
"""JCCP 4042""",0.0
"""Jose Ramos"" ""091-679-605""",0.0
"""N.Y. Bus. Corp. Law § 306-a""",0.0
"""new York debtor and creditor law 276""",0.0
"""Notice 2010-41""",0.0
"""penal law 120.00""",0.0
"""Penal Law 155..30 (8)""",0.0
"""R. 803(6)""",0.0
"""RCW 2.40.020""",0.0
"""rpapl 1304""",0.0
"""RSA 227-J""",0.0
"""rule 1.442(c)(3)""",0.0
"""Rule 12(b)(6)"" ""opposition to defendant's motion to dismiss""",
"""Rule 312""",
"""Rule 32(a)(4)""",
"""Rule 54""",
"""rule 68""",
"""S. 1688"" ""career criminal""",1.0
"""section 318""",
"""section 542""",1.0
"""serious personal injury"" ""Insurance Law 5102(d)""",1.0
"""supplement no.15""",1.0
"""Telecommunications act of 1996""",1.0
"""The Boeing Company",
"""womens prison healthcare",1.0
"""work product"" 100 ""mere contingency""",1.0
%f0a7 64 Fed. Reg. 72756,0.0
[2012] EWHC 723 (Ch),1.0
§ 10.03 Software Development Costs,0.0
§ 102.01 Text of 28 U.S.C. § 1332,0.0
§ 1024.41 Loss mitigation procedures [Effective Oct. 19,0.0
"§ 12.07 THE CORPUS DELICTI RULE: THE BAN ON THE ADMISSION OF ""UNCORROBORATED"" CONFESSIONS",0.0
§ 13.50 Interference With Prospective Economic Advantage and Other Wrongful Conduct.,0.0
§ 140.106 Complaint for Damages [Civ. Code § 3300] for Breach of Contract%2014Promissory Estoppel as Substitute for Consideration,0.0
§ 140.143 Affirmative Defense%2014Statute of Frauds [Civ. Code § 1624],0.0
§ 15-1204(b),0.0
§ 160.63 Opposing Motion to Strike Whole or Part of Pleading [Code Civ. Proc. § 435]%2014Defect Can Be Corrected by Amendment,0.0
§ 16-916,0.0
§ 537.74 Statement of Undisputed Material Facts Supporting Motion for Summary Judgment [Code Civ. Proc. § 437c(b)(1); Cal. Rules of Ct.,0.0
§ 83.130 Allegation; Ownership of Automobile and Permissive Use by Operator [Veh. Code § 17150],0.0
08.64.364,0.0
1.110(c),1.0
1.280(b)(4),1.0
1.408A-4,1.0
1.4692(f)(6),0.0
1.490(i),1.0
1:16-cv-00022-REB,0.0
1:16cv2351. Bell Et Al V. 3m Company,
10.3.1(2) adaag,1.0
10.77.086,0.0
10-16-102,0.0
10-16-106.5,0.0
1031 like kind exchange llc membership interest,1.0
1099 reporting for goodwill credits,1.0
10harvlrev457,0.0
1129(a)(11),1.0
1129(a)(5),1.0
11-301,1.0
114 CSR 83,1.0
11-45-3,1.0
115 P.L. 232,1.0
118 LRP 30430,1.0
12 cf4 1016.2,
12(b)(6) motion dismiss standard,1.0
12(e) FLSA employment relationship,
12(f) motion to strike,1.0
12.420 1.420 record activity,
1209-a Public Authorities law good cause default,1.0
12-502,1.0
126 A.L.R. 114,1.0
12-751 1952,1.0
13-14-100,0.0
13-20-805,0.0
134 Cal.App.3d,1.0
13-921,1.0
1402.05(a),0.0
14-113.20,0.0
14-11-601,0.0
14B Am. Jur. Pleading and Practice Forms,0.0
15(c),
15-0458,0.0
15-10 preponderance,1.0
15-10D-02,
15-1-1,1.0
15-11-2,1.0
15-11-503,0.0
1550 alberni,1.0
16 Summ. Pa. Jur. 2d Commercial Law § 2:7 (2d ed.),
16-10-25,1.0
16-13-33,0.0
16-14-8,1.0
"1624 ""pulgia""",1.0
16-2-9,1.0
16-3-600,1.0
168th,1.0
17 Cal. L. Revision Com. Rep. (1984) p. 313,
17 WC 4900,
17C-16-9,1.0
18 Section 371,1.0
18 usc 846,1.0
18.10 * [OWNER] [OCCUPIER] OF LAND (INVITEE,1.0
18.2-26,1.0
18.2-272,0.0
18.2-57.3,
18-1128,
18702.2(11),0.0
18A-4-8b(g),
18th JDC,1.0
19.2-386.16,0.0
19.502-2,1.0
19-211,1.0
19-6-28,1.0
1983 neighbors conspire oppose development project,1.0
1983 statute of limitations,1.0
2 North Street Corp. v Getty Saugerties Corp.,1.0
2:16cv1799. Preston V. Fidelity Brokerage Services,
2:803(6),0.0
20.203(a),1.0
2000 S. Dunsmuir,1.0
2000,1.0
2010 ADA Accessibility Standards for Accessible Design,1.0
2013 tex. 62,1.0
2016 WL 365941 W.D. Okla 2016,1.0
2017 PA S.B. 667 (NS),1.0
2017 WL 3017048,1.0
20-2-4,1.0
2031.060(h)&non-parties,0.0
2060-AT67,0.0
2090-1(e),
2-100,0.0
22-138,
2255 + sentencing guidelines + challenge sentencing,1.0
2255 statute of limitation,1.0
2302(f)(1)(G),1.0
23-1204,
240(1),1.0
24-2-1,1.0
24-4-401,
24-4-403,
24-4-412,1.0
24-6-602,1.0
24-7-705,0.0
249.587-018,0.0
25 Am Jur Proof of Facts 2d 333,
252.228-7001,1.0
2520.104-23,1.0
25662 B& P minor in possession of alcohol,1.0
2-601,0.0
2-715,0.0
27-37-306,0.0
27-51-104,0.0
27-603,1.0
28 U.S.C. Section 2255 Motion to Vacate,
28 usc 1927 form motion,1.0
28-1009,1.0
28-301.1,
28-44-12,0.0
29 Misc3d 1207 [A],
2917.21(A)(5),0.0
2929.28 restitution,0.0
2A:10-5,0.0
2C:33-4.1,0.0
3 CCR .702-4:4-6-2,1.0
3(c)(7),0.0
3:25-4,0.0
30(b)(6) deposition notice products liability,1.0
30(d),
30(s),
3002(a),1.0
30260-13,0.0
303 Breach of Contract%2014Essential Factual Elements,1.0
30-3-11,1.0
30-4-4,1.0
3105.171(I),0.0
31-1-104,
31-30-3-2,
31-34-20,0.0
31-402,1.0
32:866,0.0
3212.1 benign,1.0
32-5a-191,0.0
33 U.S. Code § 1365 - Citizen suits,1.0
35-38-1-7.1,1.0
35-42-4-1( a)(1),
35-45-1-5,
36-1-12,
362(c)(3)(b),1.0
36-5-103,1.0
36-6-106,
"37 health ""substantially justified"" expenses unjust",1.0
375-8-1-.03,1.0
38 cfr 3.700 bankruptcy discharge,
38 FMSHRC LEXIS 194,
385 regulations,1.0
38-77-160,0.0
39:3-40,0.0
39-13-210(a)(2),0.0
39-13-402,0.0
39-15-402,0.0
4:10-3,0.0
4:37-1 statute of limitations,1.0
401k loan repayment preference,1.0
40-2-5,1.0
40-5-58,1.0
408(b)(2),1.0
41(a)(1)(B),
41-12-1,
42.22.109 montana rule,1.0
42: 2202 minimum,
43-18-46,1.0
43-33-7,
440.13(3)(d),1.0
44-53-370,1.0
45(c)(1)(A),
45-17-8,
46:15-10(c),0.0
46-18-203,0.0
46a-60,
48.4081-1,1.0
48-101-801,0.0
48-3-706,1.0
4850 jail,1.0
49 § 14503,
4B1.2,1.0
5 David L. Faigman et al.,1.0
5.020(d),1.0
"501(c)(6) ""unrelated business income""",1.0
502(a) waiver,1.0
51 va l rev 1587,
513(d)(7) disclosure of the accused mental health records motion to suppress,1.0
514B validly adopted,0.0
5222(b),1.0
54(b),
54:4-8.40,0.0
547(c)(2),1.0
551.401 transportation,1.0
55-525.12,0.0
56(c)(4),
560:5-413,0.0
5-71-208,0.0
58 Ca Jur Specific Performance § 7,
58-2203,0.0
5A:30,0.0
6 moore's federal practice civil 26 app 14 2018,
6:6-4,0.0
60-1401.41,0.0
60Y-5.008,0.0
6-16-111,0.0
63g-3-301,1.0
65(b),
65.2-603,1.0
654.12A,0.0
6-6-2.5-28,0.0
6A CJS Assignments 85,
7 Law Firms That Moved the Needle on Innovation in 2017,
7%25 interest obligations no rate stated,1.0
71-5-2517,0.0
727(a)(2),1.0
7467a,0.0
75129-8-1,
78u-4(a)(3),
7B,1.0
7B-2501,0.0
7B-2502,0.0
8.01-,0.0
8.01-390.3,0.0
8.01-401.3,0.0
8.01-420.2,0.0
810-27-1-4,
836-080-0055,0.0
8-42-107(8),0.0
859 F.3d 1352,1.0
862 F.3d 29; 2018 U.S. Dist. LEXIS 15939; 2018 U.S. Dist. LEXIS 10797; 2017 U.S. Dist. LEXIS 184070; 797 F.3d 1309; 778 F.3d 444; 2017 U.S. Dist. LEXIS 20591; 502 F.3d 159; 2018 U.S. Dist. LEXIS 37021; 488 F. Supp. 2d 686; 137 S. Ct. 1718; 53 F. Supp. 3d 1072; 2017 U.S. App. LEXIS 19750; 2017 U.S. Dist. LEXIS 182472; 82 D. Supp. 3d 1064; 2018 U.S. Dist. LEXIS 14067; 2017 U.S. Dist. LEXIS 110657; 2017 U.S. Dist. LEXIS 114627,0.0
88 Yale LJ 1665,
88071009 88050393 88009568 87921402 87841579 87759806 87647435 87643492 87565630 87541405 87539939 87526330 87486066 87319193 87256841 87119580 87098127 87066239 87019260 87006964 86972822 86934535 86903784 86767288 86730981 86730928 86656053 86655839 86575827 86575822 86527014 86522806 86451754 86447096 86400412 86400403 86207704 86190930 86154894 86081781 86039004 85685017 85499396 85463450 85454932 85442439 85344392 85311992 85236693 79212654 79157145 78938872 78753618 78266017 77838241 77561815 77542803 77516691 77460009 77460008 77315230 77236681 77041233 77041178 76634963 76591430 75591286 74017819 73836968 73831655,0.0
89-66,1.0
A.R.S. § 33-931 medicare,1.0
AB 822,1.0
Act 135,
Admissibility of Party's Own Statement Under Rule 801(d)(2)(A) of the Federal Rules of Evidence,1.0
advertising 17500 penalties,1.0
Advisors Excel,1.0
AFA Section 776(b),1.0
alabama rule 59a,1.0
alabama rule 803(18),1.0
amendment 89,1.0
ao73,0.0
app. 33.1,1.0
App.R. 16(A)(6) statement of facts,
arizona rules of civil procedures 26.3,1.0
arkansas rule of civil procedure 12b(6),1.0
article 42.12,1.0
Article 78,1.0
article 92 ucmj,1.0
asbca 60171,1.0
asset was essential to effective reorganization Chapter 13,1.0
atl2(musmanno),0.0
atl5(aqr),0.0
BC116099,0.0
Breach of covenant for quiet enjoyment in lease,1.0
bus&prof code 10479,1.0
Buss,1.0
C.C.P. section 411.35,1.0
ca Health & Safety Code §1796,1.0
ca personal attendant work more than 12 hours in one shift 8 hour sleep rule,1.0
Cal Bus & Prof Code § 650 Copy Citation,1.0
cal civ code 1717 arbitration trial,1.0
cal civ pro 435.5,1.0
CALCRIM 250 Union of Act and Intent: General Intent,1.0
california code 1941.1,1.0
California Professional Standards section 2475,1.0
california rule of professional responsibility 2-100,1.0
calpine corp (chapter 11),1.0
CCP § 2025.270,
CCP § 2030.210,
CCP § 2034.010,
CCP § 472,
ccp 128,
ccp 170.1,
CCP 1985.3,
CCP 2023.030,
CCP 2025.230,
CCP 2025.450,
CCP 2030,
ccp 372,
ccp 384,
CCP 428.50,
ccp 437c(e),
ccp 703.140,
Certain Activity Tracking Devices,1.0
CGS 14-242,1.0
chapter 12 bankruptcy,1.0
Chapter 1724,1.0
chapter 1983 retaliation for protected speech,1.0
Chapter 2004-397,1.0
chapter 38; attorneys fees against a limited liability company,1.0
chapter 46,1.0
chapter 60 regulation 74,1.0
Charter,1.0
cite(2506),1.0
civil code 1113,1.0
Civil Code 1668,1.0
Civil Code 1770,1.0
civil code 2782,1.0
civil code 3040,1.0
civil code 3287,1.0
civil code section 1542,1.0
civil rule 15 relate back,1.0
clc c-65,1.0
code civ pro 2031.230,
code civil procedure 128,1.0
Code of civil procedure 1005,
code of civil procedure 2031.220,
code of civil procedure 284,
code of civil procedure 877.6,
code of criminal procedure 39.14,
Code of Judicial Conduct 3.1(e),
Colo. Code Regs. §701-7,1.0
competition in contracting act of 1984 (cica),1.0
Consumer Credit Insurance,1.0
corporate code 17707.06,1.0
corrections law 168,1.0
CPLR 308,1.0
CPLR 5501 verdict,1.0
CR 37,1.0
CR-1905-0110,0.0
D.C. § 32-1012(b),
damages 1983 claims,1.0
Daubert v. Merrell Down Pharmaceuticals,
DeBour following 911 call,0.0
defenses 137 sanctions,1.0
dfars 202.101,1.0
dismissal of appeal under rule 8018,1.0
does not prejudice defendants. If defendants %2018desire to prevent plaintiffs from invoking their unfettered right to dismiss actions under rule 41(a)(1)(A) [they] may do so by taking the simple step of filing an answer.%2019,0.0
DRL 240 1b,0.0
education code 44944.05,1.0
EEOC No. 0120161760,1.0
EJECTMENT COMPLAINT (See Fla. R. Civ. P. Form 1.940),1.0
En Pueblo v. De Jes%fas,
enforce rule 11,1.0
EPT § 3-2.1,1.0
er 1.15(b),1.0
ER 703,1.0
Evid. Code 403,1.0
evidence code 1119,1.0
evidence code section 1158,1.0
evidence code section 952,1.0
evidence rule 401,1.0
exec. l. 752 prior conviction,
Executive Order 13789 §2(b,1.0
Exhibit 1 - Deposition Transcript Excerpt of Dr. Annear,1.0
export control act of 2018,1.0
family code 210,1.0
Family Court Act sec 812 stale allegations,1.0
family law 271,1.0
FAR 1.102,1.0
Fed. R. Bankr. P. 3022 unliquidated claims,1.0
Federal Rule 59(e) Motion to Reconsider,1.0
Federal Rule Evidence 502(a) waiver,
"federal rule of appellate procedure 28""",
federal rule of civil procedure 403,
federal rule of evidence 902,
federal surface transportation assistance act of 1982,
fee split part 36 appointments nys,1.0
First National Bank of Blue Island Employee Stock Ownership Plan (1985) 71 FRB 804.,1.0
fish and game code 5652,1.0
fla l weekly D2342,1.0
Fla. Stat. § 726.102 solvency,1.0
"Fla. Stat. § 768.81 & ""professional negligence""",1.0
florida 734.101,1.0
florida annotated statutes 189.404,1.0
florida rules of juvenile procedure 8.332,1.0
FLSA unpaid overtime wages name wrong defendant motion to dismiss 12(b)(6) 12(e),1.0
Form: 50.6.03 TOLLING AGREEMENT(LEGAL MALPRACTICE CLAIM),1.0
FRCP 30 number of depositions,1.0
FRCP 39 attorney waive jury,1.0
fundraising 5 C.F.R. § 2635.808,1.0
G. L. c. 151B jurisdiction,1.0
G.S.N.C. 75-41,0.0
Ga. L. 1965,1.0
General Business Law § 340,1.0
general obligations law 15-108,
general obligations law 5-322.1,
"Georgia ""Rule 87""",1.0
government code 8314,1.0
government code sec 818.2,1.0
Government Code Sections 6250,1.0
Griffin v. Western Realty Sales Corp.,1.0
Gutierrez B137285,1.0
H. Drinker,
H.R. Conf. Rep. No. 104-369,1.0
health and safety code 11364 as an infraction,1.0
HI 2017 SB 2493,
Hillside Park 168 v. Hossain,1.0
house bill 5209,1.0
In re Burton (1895),
In re Gavin T.,
In re Olson 15-01580,
In re Stewart,1.0
income in chapter 13 bankruptcy utah teacher,1.0
Insurance code 10509.914,1.0
Insured's Duty to Read Insurance Policy as Affirmative Defense in Claims Against Insurance Agents and Brokers,0.0
interim counsel fees DRL 237,1.0
Int'l Union of Petroleum & Indus. Workers,1.0
iowa insurance code 507B,1.0
is a defendant eligible for relief under Proposition 36 if he was convicted of carrying a concealed firearm 25400,0.0
J.D. Miles & Sons,0.0
John S. Brownson,1.0
JUD § 479,
judiciary law 470,1.0
la cc 1997,1.0
La. R.S. § 40:1299.39,1.0
labor code 226.7,1.0
labor code 5710,1.0
labor code 6310,1.0
Labor Law 240(1),1.0
labor law 241 osha violation,1.0
lanham act 32(1),1.0
LEGISLATIVE HISTORY%2014H.R. 4681,1.0
LNSDUID-ALM-NJLAWJ-gmm45hkhj,0.0
local government code 152.013,1.0
local government code 54.016,1.0
Local Law 92 of 2018,1.0
m. r. civ. p. 62,
M.R.E 315(d)(1),0.0
markey chairman 1997,0.0
Mass. R. App. P. 3,1.0
matter of myers march 12,1.0
Matter of Silva-Trevino,1.0
MCLS § 750.356d,1.0
md §10-402,1.0
MD Reg. §03.06.01.38,1.0
Md. Ed. Art. 11-601,1.0
Mendez v. Fla. Dep%2019t of Agric. & Consumer Servs,0.0
mental hygiene law 33.23,1.0
Mental Hygiene Law 81.15,1.0
Military Rule of Evidence 404(b),1.0
Miller & Starr,1.0
millington,0.0
missouri code 130.011,1.0
monell liability 1983 final policy maker elected official,1.0
Moore v. Ashland Chemical,1.0
MOTION FOR ALTERNATE SERVICE. (DOM REL 70),1.0
motion for sanctions family law code 271,1.0
motion to remand,1.0
motion,1.0
Murray v. Indus. Comm%2019n of Illinois,1.0
"N.J.A.C. 58:10B-1 definition of ""brownfield site"" federal government property",1.0
nh rule 1.25-a,
NJ A3380,1.0
nv s.b. 350,
ny 202.48,
NY CLS FCA Article 5-B,
NYS Social Service regulation 457.12,
oac 3301-83-13,1.0
OAG 91-174,1.0
ocga 17-7-170 misconduct,
OFCCP Directive 307,1.0
opening the door to previously excluded evidence under M.R.E. 404,1.0
P.R.C.P. 1910.15,0.0
PA 63-490,1.0
PA 73-585 open space,1.0
pa title 23 domestic relations,1.0
Pa.r.c.p. 4012(a)(9) protective order commercial information internal operations,0.0
PAL 1209-a,
Patient Safety Act of 2001,1.0
pen code 182,1.0
penal code 186.11,1.0
Penal code 212,1.0
penal code 236,1.0
pENAL CODE SECTION 1000.3,1.0
penal code section 1210.1,1.0
penal code section 1538.5,1.0
penal code section 273a(b),1.0
penal code section 273d(a),1.0
Penal Law 240.26 self defense,1.0
people v chavez s238929 2017,1.0
People v. Lara,1.0
People v. Williams (Jason Dennis),1.0
PL 120.45,
post-conviction relief article 929,1.0
probate 2620.2,1.0
probate code section 1043,1.0
Proof of Entitlement to,1.0
protecting tenants at foreclosure act of 2009 (ptfa),1.0
Pub. L. No. 114-74,
Public Law 104-416,1.0
Puerto Rico ERS Enabling Act 2013,1.0
purpose 50-h hearing,1.0
R. 2:6-1,
R. 4:9-1,
R.C.M. Sec. 7,1.0
R865-6F-8,0.0
Randoll v. NDI,0.0
Ray v. Ray NY 2008,1.0
Real Property Law § 282,1.0
receiver 617,1.0
residential capital,1.0
Restatement (Second) of Contracts § 201(2) (1981),1.0
restatement (second) of property 5.2,1.0
rev proc 2018-7 2501(a)(2),1.0
Rivera-Siaca v. DCC Operating,
RPAPL § 711,0.0
RPC 1.16(d),0.0
RSC 2524.4 (a),1.0
Rule 1.280,
rule 1.420,
rule 1:4,
rule 1019,
rule 12(c) standard,1.0
Rule 2:506,
rule 23(b)(2),
Rule 26 proportionality,
rule 26 substantial need,
RULE 26(A),
Rule 3:13-3(b)(1)(C),
rule 3:9,
rule 4.04,
rule 4:9,
rule 404,
Rule 41 (a)(2),
Rule 41 stay mandate bond appeal decision of appellate court,1.0
rule 42,
rule 5,
Rule 54 order on attorneys fees separate from judgment,
rule 55.01 civil procedure,
Rule 8(b)(5),
rule 801,
Rule 804(a)(5) civil,1.0
Rule 901,
rule of court rule 3.1200,
Rule of Evidence 408,
rule of professional conduct 1.6 confidentiality scope,
rule prof conduct 4-200,
rules of professional conduct 3-310,1.0
ryan v brophy,1.0
S.rp.504,0.0
S137730,0.0
SB 174,
Scott and Ascher on Trusts 164.1,1.0
SCR 4.300,1.0
Section 137,
Section 15-15-211 of the Colorado Revised Statutes,
section 1692(g),
section 1983,
section 351 property,1.0
section 39-15-401 tenn. code ann.,1.0
section 4(a)(2) of the securities act of 1933,
Section 4662 of the Public Health Law,1.0
Section 52-148a ct,
selling control securities rule 144,
Sentence Laws of 1985,1.0
shep 524 F.3d 988,1.0
shep. Cal Civ Code § 3439.07,1.0
Smith v. Nationstar Mortgage,1.0
Social Security Law 363-d,1.0
State v. Addenbrook,
state v. aragon 2016 joinder,
Statute creating Randall County Court at Law No 1,1.0
streets and highways code 1806,1.0
sturley admiralty 2018,0.0
Synopsis to CPLR § 2301 : Scope of subpoena.,
tea 29-20-113,1.0
tenants rights 718 condo lease,1.0
Tex. Bus. & Com. Code § 15.50 law reviews,1.0
Texas Rule Civil Procedure 199,1.0
texas rule of civil procedure 196,1.0
texas rules of civil procedure 107,1.0
texas rules of civil procedure 190,1.0
Texas rules of civil procedure 76,1.0
texas rules of evidence 801,1.0
text(3319.111),1.0
THE PUPIL TRANSPORTATION ACT Act 187 of 1990,
title 35 negligent,1.0
Title 3B nj statute,
TN Middle District 3:12-cv-00463,
transfer hearing proposition 57,1.0
transport of person on 5150 hold by ambulance,1.0
TRCP 199.2,0.0
treas. reg. 1.367-4,1.0
treat judgment lien like mortgage chapter 11,
trial rule 32,1.0
trujillo 3142 bail reform act,1.0
trust fund penalty priority 11 USC 507(a)(8),1.0
TSB-A-92,0.0
uniform justice court rule 2.12,1.0
United States v. $307,
united states v. collins 16-cr-00244,
United States v. Hodges ( 3rd Circuit),
United States v. Whitley,
utah bankruptcy fraudulent transfer chapter 13,1.0
Utah rules of civil procedure rule 36(c),1.0
vehicle code 22651,1.0
vehicle code 23123,1.0
virginia professional rule 4.2,1.0
virginia supreme court rule 4:11(b),1.0
"visiting nurse services of new york ""nyll 741""",1.0
VTL 1120,0.0
vtl 1163,0.0
Washington Official Form 5,1.0
WCL § 2,1.0
Whatcom Co.,0.0
WIC §346,1.0
WIC 727.1(b)(1),1.0
willful violation of automatic stay 362(k),1.0
Williams v. State Farm Mutual Ins. Co. (Sept. 25,1.0
WT Docket No. 11-40,1.0
01:08,0.0
04:17,0.0
04:19,0.0
0.668055556,0.0
18:03,0.0
0.828472222,0.0
1.1,1.0
1.2,1.0
1.272222222,0.0
1.32,1.0
1.44,1.0
1.451,1.0
1.61,1.0
3,0.0
3.152,1.0
3.191,1.0
3.4,1.0
3.603,1.0
3.7,1.0
4,0.0
5,0.0
9.01,1.0
9.02,1.0
9.2,1.0
9.672,0.0
265:22:00,0.0
12.01,1.0
12.31,1.0
12.44,1.0
13.21,1.0
32.01,1.0
33.01,1.0
37.9,1.0
39.0136,0.0
43.5,1.0
52.02,1.0
54,
55,
55.509,0.0
57,
57.1,1.0
61,
61.07,1.0
70.22,1.0
78.065,0.0
79.01,
83.48,0.0
85.23,
92.251,1.0
100.47,0.0
104,1.0
109,1.0
110.03,0.0
110.1,1.0
119.12,1.0
120,1.0
120.05,
130,1.0
163.556,0.0
170.56,1.0
193.6,1.0
197.552,0.0
198.21,
205,1.0
210.95,0.0
211,1.0
213,1.0
220.03,0.0
238,1.0
240.26,1.0
243.4,1.0
306,1.0
310,1.0
321.38,0.0
328,1.0
333.7403,0.0
342,1.0
342.73,0.0
350,1.0
361.5,1.0
383.015,0.0
403.04,1.0
403.211,0.0
415,1.0
427,1.0
430.5,1.0
440.34,1.0
447.536,0.0
489,1.0
490.2,1.0
501.201,1.0
511,1.0
515.5,1.0
516.105,0.0
517.121,0.0
523.02,1.0
538.225,0.0
558.003,0.0
558.1,1.0
559.917,0.0
571.03,0.0
577.01,0.0
579.02,0.0
600,1.0
600.2591,0.0
600.5807,0.0
600.6023,0.0
609.713,1.0
610.4,1.0
655.73,1.0
676.2,1.0
682.02,0.0
682.08,0.0
689.01,0.0
707,1.0
713.346,0.0
713.78,0.0
718.113,0.0
718.116,0.0
718.117,0.0
718.1255,0.0
720.3085,0.0
720.317,0.0
722,1.0
722.23,
732.401,1.0
733.802,0.0
735.051,0.0
744.3215,0.0
766.103,1.0
767.225,0.0
768.25,0.0
771,1.0
775.15,0.0
776.032,0.0
784.048,0.0
786.0755,0.0
804.12,0.0
810.08,0.0
817.61,1.0
820.2,1.0
853.03,0.0
897,1.0
901,1.0
907,1.0
917.1,1.0
921.0026,0.0
925,1.0
934.215,0.0
995,
1012.81,0.0
1085,1.0
1170.12,1.0
1203.3,1.0
1231,1.0
1300.71,
1303.16,0.0
1309.625,0.0
1312.04,0.0
1363.05,0.0
1707.043,0.0
1711,1.0
1714.9,1.0
1717,1.0
1785,1.0
1951.2,1.0
2025.22,0.0
2025.54,0.0
2030.23,0.0
2033.29,0.0
2151.414,1.0
2168,1.0
2232.56,0.0
2305.321,0.0
2324,1.0
2329.07,0.0
2453,1.0
2744.01,0.0
2913.04,0.0
2917.11,0.0
2921.38,0.0
2923.162,0.0
2929.19,0.0
2943.031,0.0
2969.25,0.0
3129.1,0.0
3213,1.0
3313,1.0
3327.16,0.0
3402,1.0
3403,1.0
3702,1.0
3901.48,0.0
3937.18,0.0
4141,1.0
4318,1.0
4553,1.0
4753,1.0
5723.12,0.0
6033,1.0
6107,1.0
6161,1.0
6673,1.0
9011,1.0
9767.5,0.0
10492,1.0
10562,1.0
12117,1.0
13094,1.0
14601.1,0.0
18722,1.0
19704,1.0
25017,1.0
43422.21528,0.0
43540.33403,0.0
81008,1.0
105182,
1923797,0.0
8638016,0.0
120141484,0.0
199904033,0.0
200228025,0.0
200317041,0.0
200405017,0.0
200438044,0.0
"""(C)(7)",0.0
"""[Penal Law § 120.05 (1)])"" and ""one punch""",0.0
"""§ 3502.1""",0.0
"""1.163-8""",0.0
"""1.197-2(h)(12)(vi)(A)""",0.0
"""1.442(b)""",0.0
"""1.707""",1.0
"""10(c)""",1.0
"""11 Williston on Contracts § 31:5""",0.0
"""116 ibla 47""",0.0
"""117.1""",1.0
"""12 CFR 1024.36""",1.0
"""12(b)(6)",
"""1291-10""",1.0
"""14 C.F.R. 91.11""",0.0
"""16 Pa. Code § 42.101(c)""",0.0
"""160 cal.app.4th 653""",0.0
"""16-11-39.1""",0.0
"""16-137-3857""",0.0
"""1701.37""",0.0
"""18 u.s.c. 491""",0.0
"""18 U.S.C.S. § 2256(8)"" ""breast""",
"""18.001""",1.0
"""2017 U S App LEXIS 22612""",0.0
"""2018 Bill Tracking MD S.B. 566""",0.0
"""2018 Bill Tracking MD S.B. 755""",0.0
"""21.218""",1.0
"""21-15-41"" ""43'-33-7""",0.0
"""2-12.4(B)(4)""",0.0
"""2208(h)""",1.0
"""2255""",1.0
"""2339B""",
"""24-4.6-6""",1.0
"""254 CMR 3""",0.0
"""26-6 ABIJ 18""",0.0
"""28 U.S.C. § 2516(a)""",
"""28 USC 1292(b)""",
"""28 USCS § 1783""",
"""29 C.F.R. § 1630.2(o)(1)(ii)""",0.0
"""29 CFR 2560.502c-2""",1.0
"""29 U.S.C. § 1392(c)""",
"""3.7""",1.0
"""301(3)(C)""",1.0
"""305(a)(3)""",1.0
"""33 am. disabilities cas.""",0.0
"""352-239-3310""",0.0
"""403""",1.0
"""408""",1.0
"""42 U.S.C. Sec. 1983""",0.0
"""42 usc 1302""",1.0
"""43 U.S.C. 852a""",1.0
"""45 C.F.R. § 164.512""",0.0
"""45(f)""",
"""49 U.S.C. § 5124""",1.0
"""5 Cal. 5th""",1.0
"""5(g)(6)""",0.0
"""5:4-1""",0.0
"""50(a)"" how specifically do you have to plead to preserve issues in ""50(b)",1.0
"""500.3113(c)""",0.0
"""501.165""",1.0
"""50-h hearing""",
"""529 plans""",1.0
"""54:10A-13""",
"""548 S.W.3d""",0.0
"""550 S.W.3d""",0.0
"""550.1915""",0.0
"""5521""",1.0
"""56(c)""",
"""560.907""",0.0
"""6.1(b)""",1.0
"""60(B)""",
"""60(B)(3)""",
"""64.2-1416""",0.0
"""69(a)""",
"""6A:9B-4.4""",0.0
"""707""",1.0
"""722.23""",
"""74 Op. Att'y Gen. 238 (1989)""",0.0
"""75 WM 2018""",0.0
"""8.01-184""",0.0
