query,r_1,r_2,r_3,r_4,r_5,r_6,r_7,r_8,r_9,r_10,r_11,r_12,r_13,r_14,r_not
@ 140.50(4),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"$2,000 per 10-day period of noncompliance",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"$5,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
$720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00811,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
01G,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
02-17-00419-CV,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
08.98.235,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1 958,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1 percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1,3 dimethylamylamine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1:4-8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1:9-2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.163-8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.163,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.197-2(h)(12)(vi)(A),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.420(a),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.442(b),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.58,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.6013-6(a)(2)(v),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.6049-5(a)(4),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.707,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.954-2(h)(2)(i)(A),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.964-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1%25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10-7-504,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10-8.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10(c),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1013.62(1)(b),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
102(c),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1022.210,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1030,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1030(a),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1031,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
105(a),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
106,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
107.17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
109:4-3-16(B),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
109(c)(3),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10b,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11 U.S.C. section 544,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11 U.S.C. section 547,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11-2101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11-409,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
110,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
110 S. 22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
110.1127(2)(a),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1104(a)(2),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1109.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1111(a),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1141(b)(6),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
116,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
117.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12 C.F,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12 C.F,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12-1.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12-10(d),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12-14-108,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12-27-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12-8-30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12:235-3.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12(a)(4),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12(a)(4)(a),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12(a)(4)(a),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12(b)(1),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12(b)(6),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12(b)(6),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12(B)(7),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12(b)(7),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12(f),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
120,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
120-day,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
120-day,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1211,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
122-58.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1227,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1248(g)(2),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1291-10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1292(a)(2),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1292(b),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13-22-107,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13:2584,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
13.1-752,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
pl.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
130-1.1a,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
pl.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1325(b),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1332(c)(1),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
134th,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
137,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
139-20.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
139-39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13A,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13th,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
14 C.F,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
14-10-119,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14(a),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1404,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
147,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1473,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
148,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
15 U.S.C. 6801,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
15 U.S.C.A,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
15 U.S.C.S. section 1673,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
15-1009,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15-2-25373-5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15-2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15-3-530(5),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15.2-2303.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15(c),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1509(f),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
152.211,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
154.003,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
156.003,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
156.004,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
157,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
16-,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
16-11-39.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16-119A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16-137-3857,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16-cv,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
16.505(a)(4),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
160,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1604.11(e),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
162(m),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1630.2(o)(2)(ii),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1637,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1681p,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
17-10-11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17-16-4(b),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17-4-40,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17-40740,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
170(b)(1)(G),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1701.37,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
171.27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1754,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
176.6(e),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
177 S.W,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18 U.S.C. section 2(b),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18 U.S.C. section 3238,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18 u.s.c. 1028(a)(4),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18 U.S.C. 248,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18 U.S.C. 2721,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18 u.s.c. 491,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18 U.S.C.S. section 2256(8),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18 usc 1326,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18 usc 2251,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18 usc 3041,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18 USC 3184,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18-1.3-1004,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18-110,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18-493,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18.001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18.2-371,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18.2-371,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1816,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
183,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
186.023,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1944,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1975-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1980,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1983,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1983,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
199926030,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2 More Filings Highlight High Stakes Behind Colliot FBAR Order,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2-1.11(f),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2-12.4(B)(4),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2-231(b)(2),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2-408,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2-619,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2:11-cv-01754,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2:17cv1235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2.1-127,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2.116(C)(8),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2.725(d),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20-16-101summary,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20-factor,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20:3-35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20.40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2005-,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2006-4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2008,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
200810015,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2009-01-4206,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
201(k),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20109(d)(2)(A)(ii),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2031.060(h),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2033.280,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
206(4),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
206(4),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21 C.F,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21 C.F,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21 U.S.C. section 853(n)(2),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21 U.S.C. 842,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21 U.S.C. 842(c),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21 U.S.C. 843,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21 usc 841(b)(1)(C),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21-15-41,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21.14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
21.218,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
21.365,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
210,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
210.24(b)(1),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2110,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2111,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
215,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21F,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2208(h),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
221,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
225,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2255,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2287-10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23-1.12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23-9.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23(d)(1)(B),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
23(e),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2307.71(A)(9),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2307.80,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
231-23(d),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
231(c),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2312-10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2315.18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2339B,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2339b,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
236 U.S. 318,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
237,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
24-10-106,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
24-4.6-6-2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
24-4.6-6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
24-6-608,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
24-8-803(8),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
245.11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
25 C.F,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25 C.J,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25 U.S.C. section 1911(a),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
250,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
252.227-7013,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
254,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
259-c(14),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
26 U.S.C. 7216,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
26-6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
26(a)(2),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
26(b)(2)(C),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
26(b)(4)(E),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
26(c),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
26(E),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
26(g),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
261,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27-2-308,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
27-31-79,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
27.01.03,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
272.001,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
273.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2741.02,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
28 U.S.C. section 1915A,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
28 U.S.C. section 2516(a),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
28 U.S.C. section 636(b)(1),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
28 U.S.C. section292(d),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
28 U.S.C. 1404,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
28 U.S.C. 1447(e),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
28 U.S.C. 1961,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
28 USC 1292(b),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
28 USCS section 1783,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
28-1-303,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2805-b,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2810.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
287.030,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
287.120,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
29 C.F,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
29 U.S.C. section 1392(c),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
29-3-3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
29.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2917.21(B),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
292.5(a),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2921.041,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2921.38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2925.11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2929.14b2a,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2951.041,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2953.08,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2953.08,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
297 S.W,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2b1.1 loss fraud mortage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2b1.1(b)(11)(C)(i),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2K2.1(a)(4)(B),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3 Hudson Associates LLC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3-200(B),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3-717,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"3, 4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3.353,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3.4(b),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3.7(b),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3(a)(8),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
30(b)(6),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
30(B)(6),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
30(b)(6),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
30(d)(1),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
30(d)(3)(A),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3002.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
301.7701-5(a),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
301(3)(C),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
305(a)(3),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
309(c)(2),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
31 U.S.C. section 1341,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
31 U.S.C. 3713,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
31-19-2-6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
31-30-3-2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
31.02.04.02,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
312,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3148(2),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
316.1945(1)(a),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
317 c 9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32-4-101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
32(a),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3212(f),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3217,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
325C.03(b),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
33-3-28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33-5-501,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3327.01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3395,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
34,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
342,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
35 u.s.c. section 145,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
35-48-4-1(b),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35-9-502,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
350,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
352-239-3310,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
354,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
36,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
36-5-121(b),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
362,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
362(j),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
362(k),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
363,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
363(d),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
363(f),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
